# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-1.988525 15.0 1548 4511 97938 18 3783074382 1566 0.000000 0.000000
-1.812744 15.0 2111 3872 97907 17 3783074404 2128 0.000000 0.000000
-1.604004 15.0 2697 3412 98065 16 3783074425 2713 0.000000 0.000000
-1.395264 15.0 2957 3179 97950 18 3783074446 2975 0.000000 0.000000
-1.197510 15.0 2865 3230 98213 10 3783074467 2875 0.000000 0.000000
-0.999756 15.0 2370 3713 98124 11 3783074488 2381 0.000000 0.000000
-0.802002 15.0 1695 4500 97751 12 3783074509 1707 0.000000 0.000000
-0.615234 15.0 1038 5227 98028 14 3783074531 1052 0.000000 0.000000
-0.406494 15.0 873 5425 97820 13 3783074552 886 0.000000 0.000000
-0.197754 15.0 1005 5286 98339 16 3783074573 1021 0.000000 0.000000
0.000000 15.0 1302 4807 98103 11 3783074594 1313 0.000000 0.000000
0.186768 15.0 1976 4093 98231 11 3783074615 1987 0.000000 0.000000
0.395508 15.0 2601 3591 98512 14 3783074637 2615 0.000000 0.000000
0.593262 15.0 2967 3201 98134 14 3783074658 2981 0.000000 0.000000
0.802002 15.0 2820 3294 98104 15 3783074679 2835 0.000000 0.000000
0.988769 15.0 2482 3627 97638 7 3783074700 2489 0.000000 0.000000
1.186523 15.0 1731 4277 97815 5 3783074721 1736 0.000000 0.000000
1.384277 15.0 1183 4988 98378 7 3783074743 1190 0.000000 0.000000
1.593018 15.0 857 5345 98244 9 3783074764 866 0.000000 0.000000
1.801758 15.0 895 5291 98761 20 3783074785 915 0.000000 0.000000
1.999512 15.0 1252 4901 98031 15 3783074806 1267 0.000000 0.000000
