# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-1.4000000 120.0 865 21011 744210 20541 3771103050 21876 0.0000000 0.0000000 0.0549320
-1.2000000 120.0 642 21116 757896 20468 3771103173 21758 0.0000000 0.0000000 0.0549320
-1.0000000 120.0 355 21338 759346 20460 3771103296 21693 0.0000000 0.0000000 0.0549320
-0.8000000 120.0 200 21078 758870 20292 3771103419 21278 0.0000000 0.0000000 0.0549320
-0.6000000 120.0 90 21001 757345 20316 3771103543 21091 0.0000000 0.0000000 0.0549320
-0.4000000 120.0 124 21125 757849 20286 3771103666 21249 0.0000000 0.0000000 0.0549320
-0.2000000 120.0 275 21283 750834 20181 3771103789 21558 0.0000000 0.0000000 0.0549320
0.0000000 120.0 571 21164 749920 20339 3771103913 21735 0.0000000 0.0000000 0.0549320
0.2000000 120.0 782 21045 744260 20140 3771104036 21827 0.0000000 0.0000000 0.0549320
0.4000000 120.0 1032 21132 741104 20317 3771104159 22164 0.0000000 0.0000000 0.0549320
0.6000000 120.0 983 21016 743832 19954 3771104282 21999 0.0000000 0.0000000 0.0549320
0.8000000 120.0 871 21263 753431 20112 3771104406 22134 0.0000000 0.0000000 0.0549320
1.0000000 120.0 679 21066 753176 20142 3771104529 21745 0.0000000 0.0000000 0.0549320
1.2000000 120.0 419 21213 752813 20072 3771104652 21632 0.0000000 0.0000000 0.0549320
1.4000000 120.0 180 21099 752548 20337 3771104775 21279 0.0000000 0.0000000 0.0549320
