# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-1.4000000 60.0 1052 7369 376898 10095 3771078050 8421 0.0000000 0.0000000 -0.7360840
-1.2000000 60.0 776 7483 378611 10042 3771078113 8259 0.0000000 0.0000000 -0.7360840
-1.0000000 60.0 505 7220 379373 10155 3771078177 7725 0.0000000 0.0000000 -0.7360840
-0.8000000 60.0 209 7399 376580 10157 3771078240 7608 0.0000000 0.0000000 -0.7360840
-0.6000000 60.0 64 7281 376982 10040 3771078303 7345 0.0000000 0.0000000 -0.7360840
-0.4000000 60.0 146 7262 375783 9887 3771078366 7408 0.0000000 0.0000000 -0.7360840
-0.2000000 60.0 350 7313 376300 10138 3771078430 7663 0.0000000 0.0000000 -0.7360840
0.0000000 60.0 598 7575 368933 9914 3771078493 8173 0.0000000 0.0000000 -0.7360840
0.2000000 60.0 905 7219 368103 10064 3771078556 8124 0.0000000 0.0000000 -0.7360840
0.4000000 60.0 1153 7315 376068 10146 3771078619 8468 0.0000000 0.0000000 -0.7360840
0.6000000 60.0 1208 7309 377010 10102 3771078682 8517 0.0000000 0.0000000 -0.7360840
0.8000000 60.0 1036 7410 363135 10223 3771078746 8446 0.0000000 0.0000000 -0.7360840
1.0000000 60.0 826 7408 360525 10100 3771078809 8234 0.0000000 0.0000000 -0.7360840
1.2000000 60.0 508 7331 369085 10182 3771078872 7839 0.0000000 0.0000000 -0.7360840
1.4000000 60.0 234 7284 373699 10226 3771078935 7518 0.0000000 0.0000000 -0.7360840
