# Coil_pos O-Beam err ps_pos
0.0000000 827.2473406 28.7619078 109.5000000
5.0000000 1268.7784325 35.6199162 109.5000000
10.0000000 1486.3826871 38.5536339 109.5000000
15.0000000 1474.8434580 38.4036907 109.5000000
20.0000000 1039.3839213 32.2394777 109.5000000
25.0000000 662.5747073 25.7405266 109.5000000
30.0000000 278.0283292 16.6741815 109.5000000
35.0000000 75.8346380 8.7083086 109.5000000
40.0000000 185.2125966 13.6092835 109.5000000
45.0000000 539.7641362 23.2328245 109.5000000
50.0000000 936.0527886 30.5949798 109.5000000
55.0000000 1308.2676108 36.1699822 109.5000000
60.0000000 1405.8698559 37.4949311 109.5000000
65.0000000 1323.7131082 36.3828683 109.5000000
70.0000000 947.3455212 30.7789786 109.5000000
75.0000000 530.9551883 23.0424649 109.5000000
80.0000000 134.3951361 11.5928916 109.5000000
85.0000000 85.5192356 9.2476611 109.5000000
90.0000000 301.3455236 17.3593065 109.5000000
95.0000000 702.2209777 26.4994524 109.5000000
