# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.757812 60.0 17390 21010 488701 12 3793642149 38400 0.000000 0.000000
-1.680908 60.0 20260 17740 503071 10 3793642215 38000 0.000000 0.000000
-1.604004 60.0 21074 16608 504184 10 3793642281 37682 0.000000 0.000000
-1.516113 60.0 21646 15372 493742 8 3793642347 37018 0.000000 0.000000
-1.417236 60.0 21686 15298 489753 21 3793642413 36984 0.000000 0.000000
-1.340332 60.0 20816 15285 486863 8 3793642479 36101 0.000000 0.000000
-1.230469 60.0 20263 16081 490392 14 3793642546 36344 0.000000 0.000000
-1.153565 60.0 18073 18151 491242 11 3793642612 36224 0.000000 0.000000
-1.076660 60.0 16799 19098 505635 9 3793642678 35897 0.000000 0.000000
-0.988769 60.0 13981 21914 493908 13 3793642744 35895 0.000000 0.000000
-0.900879 60.0 11742 23419 483308 8 3793642810 35161 0.000000 0.000000
-0.823975 60.0 9303 25131 484412 13 3793642876 34434 0.000000 0.000000
-0.725098 60.0 7993 26195 480794 12 3793642942 34188 0.000000 0.000000
-0.637207 60.0 5004 28606 482200 9 3793643008 33610 0.000000 0.000000
-0.571289 60.0 4513 28661 484146 6 3793643074 33174 0.000000 0.000000
-0.483398 60.0 3799 29158 488180 5 3793643141 32957 0.000000 0.000000
-0.384522 60.0 3822 28639 484993 7 3793643207 32461 0.000000 0.000000
-0.296631 60.0 4251 27691 481204 6 3793643273 31942 0.000000 0.000000
-0.208740 60.0 5209 26330 479302 10 3793643339 31539 0.000000 0.000000
-0.109863 60.0 7133 24073 479753 11 3793643405 31206 0.000000 0.000000
-0.054932 60.0 7663 23405 483833 6 3793643471 31068 0.000000 0.000000
0.032959 60.0 10194 20361 477814 6 3793643537 30555 0.000000 0.000000
0.120850 60.0 11659 17517 479819 9 3793643603 29176 0.000000 0.000000
0.208740 60.0 12659 16266 479101 7 3793643670 28925 0.000000 0.000000
0.296631 60.0 14094 14629 480245 4 3793643736 28723 0.000000 0.000000
0.373535 60.0 15268 13179 481286 12 3793643802 28447 0.000000 0.000000
0.472412 60.0 15944 12113 480854 9 3793643868 28057 0.000000 0.000000
0.560303 60.0 15881 11817 496879 17 3793643934 27698 0.000000 0.000000
0.648193 60.0 15491 12053 500624 6 3793644000 27544 0.000000 0.000000
0.736084 60.0 14466 12759 500874 10 3793644066 27225 0.000000 0.000000
0.812988 60.0 13092 13860 485659 9 3793644132 26952 0.000000 0.000000
0.889893 60.0 11847 14894 487865 12 3793644199 26741 0.000000 0.000000
0.977783 60.0 10310 16404 487539 12 3793644265 26714 0.000000 0.000000
1.076660 60.0 8617 17522 488724 6 3793644331 26139 0.000000 0.000000
1.153565 60.0 6699 19339 491900 10 3793644397 26038 0.000000 0.000000
1.252441 60.0 5185 21057 491885 11 3793644463 26242 0.000000 0.000000
1.340332 60.0 3973 21615 484194 10 3793644529 25588 0.000000 0.000000
1.417236 60.0 3061 22211 485521 9 3793644595 25272 0.000000 0.000000
1.494141 60.0 2728 22237 486640 2 3793644661 24965 0.000000 0.000000
1.582031 60.0 2480 21887 489297 11 3793644727 24367 0.000000 0.000000
1.680908 60.0 2827 21882 489967 11 3793644794 24709 0.000000 0.000000
1.768799 60.0 3595 20487 507559 10 3793644860 24082 0.000000 0.000000
