# Coil O-Beam err ps_pos
-1.7500000 -26.5446158 12.0830460 108.6748050
-1.5000000 -23.0606334 11.9582607 108.6748050
-1.2500000 193.0429792 22.0227155 108.6748050
-1.0000000 522.6297614 31.8276609 108.6748050
-0.7500000 801.0448940 38.3144881 108.6748050
-0.5000000 918.2542109 40.6939799 108.6748050
-0.2500000 777.9185735 38.0394532 108.6748050
0.0000000 485.3881824 31.2889757 108.6748050
0.2500000 212.2275077 22.5166605 108.6748050
0.5000000 -35.1112451 11.4891253 108.6748050
0.7500000 -0.3308034 13.0766968 108.6748050
1.0000000 159.5752263 21.5638587 108.6748050
1.2500000 457.3683214 31.0322413 108.6748050
1.5000000 758.2465583 37.8813938 108.6748050
1.7500000 913.5780731 40.6324993 108.6748050
