* begin:	13.06.2021 06:16:24
* script file:	D:\data\Cycle 190\exp_CRG-2887\rawdata\sc\TOF_PS_RF1+2_pi2_1h.cfg
*
* no cfg file, sc file created manually
* 0	1.1000000	60.0	14634	13242	360032	41605	3706406189	27876	0.0000000	0.0000000
* Date: 13.06.2021	Time: 07:16
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 1.000000	BinCount: 305	measured time (s): 3600.003000
* Bin NR >>  탎  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	3600.00	15	153
1	1.00	3600.00	39	288
2	2.00	3600.00	43	249
3	3.00	3600.00	36	220
4	4.00	3600.00	43	189
5	5.00	3600.00	41	126
6	6.00	3600.00	46	90
7	7.00	3600.00	48	61
8	8.00	3600.00	37	43
9	9.00	3600.00	32	58
10	10.00	3600.00	38	67
11	11.00	3600.00	28	115
12	12.00	3600.00	35	172
13	13.00	3600.00	40	192
14	14.00	3600.00	31	245
15	15.00	3600.00	35	243
16	16.00	3600.00	41	274
17	17.00	3600.00	41	273
18	18.00	3600.00	42	290
19	19.00	3600.00	37	232
20	20.00	3600.00	39	172
21	21.00	3600.00	33	136
22	22.00	3600.00	42	113
23	23.00	3600.00	43	85
24	24.00	3600.00	46	39
25	25.00	3600.00	37	43
26	26.00	3600.00	57	56
27	27.00	3600.00	44	82
28	28.00	3600.00	51	117
29	29.00	3600.00	49	152
30	30.00	3600.00	53	177
31	31.00	3600.00	36	237
32	32.00	3600.00	45	221
33	33.00	3600.00	29	224
34	34.00	3600.00	34	249
35	35.00	3600.00	36	214
36	36.00	3600.00	47	188
37	37.00	3600.00	44	151
38	38.00	3600.00	41	115
39	39.00	3600.00	38	78
40	40.00	3600.00	44	72
41	41.00	3600.00	50	52
42	42.00	3600.00	48	47
43	43.00	3600.00	58	48
44	44.00	3600.00	43	89
45	45.00	3600.00	49	104
46	46.00	3600.00	61	135
47	47.00	3600.00	41	170
48	48.00	3600.00	57	178
49	49.00	3600.00	56	173
50	50.00	3600.00	38	200
51	51.00	3600.00	47	187
52	52.00	3600.00	50	154
53	53.00	3600.00	51	163
54	54.00	3600.00	33	123
55	55.00	3600.00	46	80
56	56.00	3600.00	70	79
57	57.00	3600.00	51	60
58	58.00	3600.00	56	57
59	59.00	3600.00	58	42
60	60.00	3600.00	53	68
61	61.00	3600.00	53	74
62	62.00	3600.00	69	90
63	63.00	3600.00	55	117
64	64.00	3600.00	60	103
65	65.00	3600.00	55	132
66	66.00	3600.00	56	139
67	67.00	3600.00	46	134
68	68.00	3600.00	58	141
69	69.00	3600.00	53	108
70	70.00	3600.00	62	105
71	71.00	3600.00	50	102
72	72.00	3600.00	42	101
73	73.00	3600.00	48	91
74	74.00	3600.00	57	96
75	75.00	3600.00	53	84
76	76.00	3600.00	72	86
77	77.00	3600.00	59	106
78	78.00	3600.00	54	99
79	79.00	3600.00	56	108
80	80.00	3600.00	66	116
81	81.00	3600.00	52	73
82	82.00	3600.00	62	100
83	83.00	3600.00	49	89
84	84.00	3600.00	50	106
85	85.00	3600.00	49	97
86	86.00	3600.00	54	88
87	87.00	3600.00	53	97
88	88.00	3600.00	50	109
89	89.00	3600.00	56	114
90	90.00	3600.00	55	115
91	91.00	3600.00	58	140
92	92.00	3600.00	55	160
93	93.00	3600.00	54	159
94	94.00	3600.00	73	154
95	95.00	3600.00	64	151
96	96.00	3600.00	60	121
97	97.00	3600.00	62	112
98	98.00	3600.00	70	90
99	99.00	3600.00	58	70
100	100.00	3600.00	58	74
101	101.00	3600.00	71	70
102	102.00	3600.00	54	67
103	103.00	3600.00	47	99
104	104.00	3600.00	67	99
105	105.00	3600.00	46	104
106	106.00	3600.00	57	144
