*Begin rocking: 16/06/2025 17:14:51
*Points: 0
*
*notes: 
*Rho-Axis: -2.000
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-0.7552500	2	43	21	2550	501	64
         1	-0.7552000	2	36	26	2581	491	62
         2	-0.7551500	2	60	30	5473	581	90
         3	-0.7550900	2	56	31	5520	652	87
         4	-0.7550500	2	57	46	5484	776	103
         5	-0.7550000	2	84	39	5383	809	123
         6	-0.7549500	2	152	72	5501	992	224
         7	-0.7548800	2	264	139	5460	1300	403
         8	-0.7548500	2	253	116	5361	1429	369
         9	-0.7547900	2	229	89	5441	1388	318
        10	-0.7547500	2	257	99	5473	1471	356
        11	-0.7546800	2	333	148	4544	1773	481
        12	-0.7546300	2	410	173	3604	2031	583
        13	-0.7545800	2	619	253	3257	2359	872
        14	-0.7545400	2	801	387	3416	2676	1188
        15	-0.7544900	2	1089	593	2499	3182	1682
        16	-0.7544300	2	1353	891	2499	3829	2244
        17	-0.7544000	2	1536	1136	2533	4475	2672
        18	-0.7543500	2	1571	1390	2496	5341	2961
        19	-0.7542800	2	1829	1747	2532	6099	3576
        20	-0.7542500	2	1889	1886	2543	6316	3775
        21	-0.7542200	2	1979	1870	2507	6158	3849
        22	-0.7541300	2	1956	1791	2472	6181	3747
        23	-0.7541100	2	1886	1735	2513	5851	3621
        24	-0.7540500	2	1749	1316	2567	5399	3065
        25	-0.7539800	2	1560	1022	2401	4524	2582
        26	-0.7539500	2	1360	755	2644	3740	2115
        27	-0.7538900	2	1062	496	2496	3011	1558
        28	-0.7538500	2	792	337	2457	2513	1129
*stopped by user: 16/06/2025 17:16:41
