*Begin rocking: 24/09/2025 18:51:08
*Points: 0
*
*notes: 
*Rho-Axis: -1.560
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-0.2094500	2	435	186	5080	385	621
         1	-0.2094100	2	531	312	5140	659	843
         2	-0.2093500	2	685	530	5075	1588	1215
         3	-0.2093100	2	931	796	4999	2929	1727
         4	-0.2092500	2	1020	867	5042	3467	1887
         5	-0.2092000	2	975	937	5013	3982	1912
         6	-0.2091600	2	1066	911	4958	4073	1977
         7	-0.2091000	2	1071	781	5036	3787	1852
         8	-0.2090500	2	995	626	4905	3010	1621
         9	-0.2090100	2	808	453	4875	2196	1261
        10	-0.2089600	2	685	270	5015	1204	955
        11	-0.2089000	2	471	162	4914	426	633
        12	-0.2088400	2	378	66	5025	268	444
        13	-0.2087900	2	233	38	4913	106	271
        14	-0.2087600	2	185	13	4976	56	198
        15	-0.2087100	2	119	12	4794	25	131
        16	-0.2086500	2	80	9	4722	23	89
        17	-0.2086000	2	48	6	4889	17	54
*stopped by user: 24/09/2025 18:52:24
