*Begin rocking: 26/09/2025 08:22:51
*Points: 0
*
*notes: 
*Rho-Axis: -1.200
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.8621800	5	1	460	11520	33	461
         1	-1.8621300	5	0	563	11312	50	563
         2	-1.8620800	5	0	599	11422	132	599
         3	-1.8620300	5	1	755	11272	258	756
         4	-1.8619800	5	0	793	11417	487	793
         5	-1.8619300	5	5	909	11494	637	914
         6	-1.8618800	5	1	913	11454	894	914
         7	-1.8618300	5	3	946	11199	960	949
         8	-1.8617800	5	3	959	11550	1033	962
         9	-1.8617400	5	0	909	11318	1012	909
        10	-1.8616800	5	0	813	11418	896	813
        11	-1.8616300	5	0	800	11611	678	800
        12	-1.8615800	5	3	725	11559	467	728
        13	-1.8615200	5	2	641	11225	308	643
        14	-1.8614900	5	2	567	11386	190	569
        15	-1.8614300	5	2	468	11314	72	470
*stopped by user: 26/09/2025 08:24:40
