*Begin rocking: 18/06/2025 11:22:32
*Points: 0
*
*notes: 
*Rho-Axis: -0.850
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.3585000	2	17	42	2256	109	59
         1	-1.3585500	2	17	53	2288	130	70
         2	-1.3586200	2	28	64	2794	166	92
         3	-1.3586600	2	31	82	2647	147	113
         4	-1.3586800	2	27	68	2229	179	95
         5	-1.3587600	2	37	97	2371	180	134
         6	-1.3588000	2	62	101	2531	209	163
         7	-1.3588600	2	74	115	3851	253	189
         8	-1.3589000	2	78	146	3795	280	224
         9	-1.3589600	2	119	166	3909	316	285
        10	-1.3590100	2	155	188	3915	394	343
        11	-1.3590500	2	187	241	3749	459	428
        12	-1.3591100	2	269	328	3773	500	597
        13	-1.3591500	2	363	391	3893	634	754
        14	-1.3592200	2	462	419	3895	749	881
        15	-1.3592600	2	484	509	3737	889	993
        16	-1.3593100	2	565	673	3904	1007	1238
        17	-1.3593500	2	586	737	3329	1060	1323
        18	-1.3593900	2	651	751	2872	1058	1402
        19	-1.3594600	2	662	743	2612	1049	1405
        20	-1.3594900	2	705	716	2797	984	1421
        21	-1.3595600	2	658	574	2736	801	1232
        22	-1.3596100	2	658	569	2360	672	1227
        23	-1.3596600	2	565	388	2293	524	953
        24	-1.3596900	2	476	329	2373	476	805
        25	-1.3597500	2	279	233	2246	434	512
        26	-1.3598000	2	248	196	2453	383	444
        27	-1.3598500	2	162	172	2381	326	334
        28	-1.3599100	2	120	155	2266	305	275
        29	-1.3599400	2	102	127	2345	309	229
        30	-1.3600000	2	71	111	2282	262	182
        31	-1.3600500	2	79	97	2357	291	176
        32	-1.3601100	2	57	105	2286	258	162
        33	-1.3601600	2	40	94	2282	196	134
        34	-1.3602000	2	33	75	2447	170	108
        35	-1.3602500	2	15	52	2190	136	67
        36	-1.3603100	2	16	50	2250	121	66
        37	-1.3603500	2	12	41	2274	106	53
        38	-1.3604000	2	10	61	2296	113	71
        39	-1.3604500	2	9	47	2315	95	56
        40	-1.3605000	2	6	40	2371	68	46
        41	-1.3605600	2	7	33	2277	72	40
        42	-1.3606100	2	6	29	2368	71	35
        43	-1.3606500	2	8	36	2404	78	44
        44	-1.3607000	2	8	15	2338	61	23
*stopped by user: 18/06/2025 11:25:22
