*Begin rocking: 27/06/2025 18:31:10
*Points: 0
*
*notes: 
*Rho-Axis: -2.900
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.0604400	2	38	23	2942	84	61
         1	-1.0603900	2	37	22	3121	79	59
         2	-1.0603400	2	56	17	3001	67	73
         3	-1.0602700	2	56	21	2981	72	77
         4	-1.0602400	2	64	29	3104	70	93
         5	-1.0601800	2	84	66	3087	140	150
         6	-1.0601400	2	137	71	3027	183	208
         7	-1.0600800	2	157	126	3089	251	283
         8	-1.0600400	2	185	168	3103	375	353
         9	-1.0599900	2	193	186	3093	491	379
        10	-1.0599300	2	254	264	3053	586	518
        11	-1.0598700	2	279	245	2993	734	524
        12	-1.0598400	2	302	268	3081	792	570
        13	-1.0597800	2	293	275	2987	821	568
        14	-1.0597200	2	306	230	3083	822	536
        15	-1.0596800	2	287	231	3067	773	518
        16	-1.0596400	2	243	200	3082	764	443
        17	-1.0595800	2	229	163	3684	607	392
        18	-1.0595400	2	202	112	3499	496	314
        19	-1.0594900	2	168	84	3624	347	252
        20	-1.0594300	2	140	61	3660	249	201
        21	-1.0593900	2	104	40	3580	161	144
        22	-1.0593300	2	81	41	3601	78	122
*stopped by user: 27/06/2025 18:32:47
