*Begin rocking: 24/09/2025 20:39:24
*Points: 0
*
*notes: 
*Rho-Axis: -1.600
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-0.2059000	2	0	30	4260	43	30
         1	-0.2058600	2	1	30	4353	38	31
         2	-0.2057900	2	2	39	4479	45	41
         3	-0.2057400	2	0	40	4449	39	40
         4	-0.2057000	2	1	26	4407	29	27
         5	-0.2056600	2	0	21	4292	27	21
         6	-0.2055900	2	2	22	4442	41	24
         7	-0.2055500	2	1	25	4326	32	26
         8	-0.2055000	2	1	23	4446	30	24
         9	-0.2054400	2	1	34	4476	43	35
        10	-0.2054000	2	1	35	4418	31	36
        11	-0.2053400	2	2	26	4349	37	28
        12	-0.2053000	2	0	20	4349	27	20
        13	-0.2052400	2	3	21	4396	36	24
        14	-0.2051900	2	2	13	4320	24	15
        15	-0.2051500	2	1	22	4379	33	23
        16	-0.2050900	2	1	26	4534	21	27
        17	-0.2050500	2	1	26	4424	22	27
        18	-0.2049900	2	1	26	4398	29	27
        19	-0.2049500	2	0	15	4424	31	15
        20	-0.2048900	2	2	22	4330	25	24
        21	-0.2048500	2	2	27	4375	27	29
        22	-0.2047900	2	3	17	4285	23	20
        23	-0.2047400	2	0	20	4366	19	20
        24	-0.2046900	2	1	25	4279	27	26
        25	-0.2046400	2	2	12	4370	30	14
        26	-0.2045900	2	2	20	4304	16	22
*stopped by user: 24/09/2025 20:41:17
