*Begin rocking: 06/10/2025 15:20:29
*Points: 0
*
*notes: 
*Rho-Axis: -1.200
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.3458000	2	1	0	4599	11	1
         1	0.3458500	2	0	0	4711	12	0
         2	0.3459000	2	1	0	4574	19	1
         3	0.3459400	2	0	1	4632	27	1
         4	0.3460000	2	0	1	4576	17	1
         5	0.3460500	2	1	1	4699	12	2
         6	0.3461000	2	1	1	4562	17	2
         7	0.3461500	2	1	0	4693	22	1
         8	0.3462000	2	1	1	4620	25	2
         9	0.3462400	2	1	1	4716	21	2
        10	0.3463100	2	1	0	4624	34	1
        11	0.3463500	2	4	2	4674	54	6
        12	0.3464000	2	8	4	4576	61	12
        13	0.3464500	2	16	8	4647	48	24
        14	0.3465000	2	15	4	4622	58	19
        15	0.3465500	2	13	2	4675	78	15
        16	0.3465900	2	20	2	4604	66	22
        17	0.3466400	2	20	6	4685	66	26
        18	0.3467000	2	20	8	4715	104	28
        19	0.3467300	2	32	11	4553	95	43
        20	0.3468000	2	57	19	4602	137	76
        21	0.3468500	2	69	32	4595	130	101
        22	0.3468900	2	93	36	4661	192	129
        23	0.3469400	2	108	71	4535	231	179
        24	0.3469900	2	148	110	4532	217	258
        25	0.3470400	2	133	119	4725	222	252
        26	0.3470900	2	166	173	4639	261	339
        27	0.3471500	2	156	158	4717	258	314
        28	0.3472000	2	175	168	4580	255	343
        29	0.3472500	2	155	157	4765	220	312
        30	0.3473000	2	154	108	4634	208	262
        31	0.3473400	2	148	99	4564	192	247
        32	0.3474100	2	113	62	4630	127	175
        33	0.3474500	2	93	47	4688	100	140
        34	0.3475000	2	78	37	4660	90	115
        35	0.3475400	2	59	16	4614	82	75
        36	0.3476000	2	43	8	4473	63	51
        37	0.3476500	2	25	2	4633	68	27
        38	0.3477000	2	16	3	4700	59	19
        39	0.3477600	2	10	1	4537	60	11
        40	0.3477900	2	6	0	4556	49	6
        41	0.3478500	2	1	0	4534	38	1
        42	0.3479000	2	6	3	4571	27	9
*stopped by user: 06/10/2025 15:23:35
