*Begin rocking: 25/09/2025 15:25:38
*Points: 0
*
*notes: 
*Rho-Axis: -1.180
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-0.3987000	2	21	5	4546	7	26
         1	-0.3986300	2	32	10	4443	8	42
         2	-0.3986100	2	49	8	4549	17	57
         3	-0.3985500	2	75	17	4528	18	92
         4	-0.3985000	2	105	21	4351	22	126
         5	-0.3984400	2	148	30	4566	49	178
         6	-0.3984000	2	237	76	4521	115	313
         7	-0.3983500	2	372	161	4551	216	533
         8	-0.3982900	2	498	264	4462	563	762
         9	-0.3982600	2	645	388	4586	1090	1033
        10	-0.3982100	2	797	568	4646	1600	1365
        11	-0.3981600	2	990	809	4566	2680	1799
        12	-0.3981100	2	1096	981	4456	3425	2077
        13	-0.3980600	2	1130	977	4586	3653	2107
        14	-0.3980000	2	1057	948	4552	3909	2005
        15	-0.3979600	2	996	786	4526	3507	1782
        16	-0.3979000	2	934	709	4517	3028	1643
        17	-0.3978500	2	855	570	4520	2200	1425
        18	-0.3978000	2	690	359	4522	1413	1049
        19	-0.3977600	2	504	246	4516	704	750
        20	-0.3976900	2	380	76	4534	232	456
        21	-0.3976500	2	298	63	4520	149	361
        22	-0.3976000	2	192	28	4598	64	220
*stopped by user: 25/09/2025 15:27:15
