*Begin rocking: 11/10/2025 17:58:12
*Points: 0
*
*notes: 
*Rho-Axis: -1.120
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.3472900	2	47	107	6223	166	154
         1	0.3473500	2	75	135	6232	201	210
         2	0.3474000	2	67	164	6201	228	231
         3	0.3474500	2	111	187	6200	213	298
         4	0.3475000	2	88	199	6334	222	287
         5	0.3475400	2	82	211	6321	199	293
         6	0.3475900	2	86	220	6284	200	306
         7	0.3476500	2	55	253	6178	197	308
         8	0.3477000	2	22	258	6177	193	280
         9	0.3477400	2	21	226	6027	212	247
        10	0.3477900	2	16	231	6295	207	247
        11	0.3478400	2	5	190	6083	181	195
        12	0.3478900	2	3	144	6233	178	147
*stopped by user: 11/10/2025 17:59:04
