*Begin rocking: 24/09/2025 18:49:32
*Points: 0
*
*notes: 
*Rho-Axis: -1.560
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-0.2093200	2	844	766	4722	2627	1610
         1	-0.2092500	2	1005	926	4729	3498	1931
         2	-0.2092100	2	968	881	4733	3819	1849
         3	-0.2091600	2	1091	932	4763	3950	2023
         4	-0.2091200	2	1002	834	4831	3878	1836
         5	-0.2090600	2	970	676	4774	3257	1646
         6	-0.2090200	2	865	445	4839	2534	1310
         7	-0.2089800	2	758	342	4803	1537	1100
         8	-0.2089200	2	607	205	4846	678	812
         9	-0.2088500	2	375	95	4862	251	470
        10	-0.2088000	2	293	31	4786	140	324
*stopped by user: 24/09/2025 18:50:18
