*Begin rocking: 27/09/2025 16:44:15
*Points: 0
*
*notes: 
*Rho-Axis: -1.200
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.8612600	2	27	7	4545	214	34
         1	-1.8612100	2	48	17	4572	269	65
         2	-1.8611600	2	67	23	4494	319	90
         3	-1.8611100	2	101	49	4448	410	150
         4	-1.8610500	2	129	57	4459	543	186
         5	-1.8609900	2	158	96	4492	562	254
         6	-1.8609600	2	192	136	4528	723	328
         7	-1.8609000	2	187	173	4407	742	360
         8	-1.8608600	2	219	183	4505	781	402
         9	-1.8608100	2	190	218	4405	762	408
        10	-1.8607500	2	182	201	4505	690	383
        11	-1.8607100	2	192	146	4405	636	338
        12	-1.8606500	2	179	117	4445	591	296
        13	-1.8606100	2	155	101	4542	499	256
        14	-1.8605500	2	136	66	4592	387	202
        15	-1.8605100	2	101	55	4528	354	156
        16	-1.8604500	2	65	26	4574	258	91
        17	-1.8604000	2	50	15	4502	174	65
        18	-1.8603500	2	35	8	4448	174	43
        19	-1.8603000	2	20	7	4486	172	27
*stopped by user: 27/09/2025 16:45:37
