*Begin rocking: 20/10/2025 12:27:38
*Points: 0
*
*notes: 
*Rho-Axis: -1.120
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.3467900	2	24	82	4808	85	106
         1	0.3468500	2	10	69	4927	80	79
         2	0.3469000	2	12	82	4872	92	94
         3	0.3469400	2	18	88	4900	105	106
         4	0.3469900	2	21	121	4696	118	142
         5	0.3470600	2	32	151	4788	142	183
         6	0.3471000	2	44	191	4777	175	235
         7	0.3471500	2	78	230	4995	152	308
         8	0.3472000	2	85	264	4904	221	349
         9	0.3472500	2	84	314	4786	258	398
        10	0.3472900	2	166	289	4941	347	455
        11	0.3473500	2	171	315	4833	426	486
        12	0.3474000	2	169	311	4809	469	480
        13	0.3474500	2	148	278	4797	464	426
        14	0.3474900	2	157	230	4772	463	387
        15	0.3475500	2	147	227	4891	404	374
        16	0.3475900	2	134	222	4744	316	356
        17	0.3476500	2	108	165	4906	239	273
        18	0.3477000	2	70	138	4796	178	208
        19	0.3477600	2	49	126	4880	162	175
        20	0.3478100	2	28	100	4890	132	128
        21	0.3478500	2	27	84	4760	112	111
        22	0.3479000	2	13	79	4788	83	92
        23	0.3479600	2	8	53	4890	70	61
        24	0.3480000	2	9	54	4861	66	63
        25	0.3480600	2	4	44	4780	53	48
        26	0.3481000	2	2	39	4755	43	41
        27	0.3481600	2	5	39	4858	48	44
        28	0.3482000	2	2	41	4769	32	43
        29	0.3482500	2	4	19	4905	32	23
        30	0.3483100	2	3	34	4818	40	37
        31	0.3483500	2	0	18	4782	28	18
        32	0.3484000	2	1	25	4755	20	26
        33	0.3484500	2	1	18	4833	25	19
        34	0.3485100	2	1	17	4727	25	18
        35	0.3485500	2	1	22	4766	18	23
        36	0.3486100	2	2	19	4809	16	21
        37	0.3486700	2	1	9	4714	14	10
        38	0.3487100	2	1	13	4870	11	14
        39	0.3487600	2	1	15	4807	12	16
        40	0.3488000	2	1	10	4804	16	11
        41	0.3488600	2	0	9	4793	17	9
        42	0.3489100	2	0	7	4842	16	7
        43	0.3489500	2	1	14	4931	12	15
        44	0.3490200	2	0	11	4835	14	11
        45	0.3490500	2	0	7	4819	9	7
        46	0.3491100	2	0	9	4788	6	9
        47	0.3491600	2	0	11	4876	7	11
        48	0.3492200	2	1	9	4944	11	10
        49	0.3492500	2	0	5	4812	8	5
        50	0.3493200	2	0	13	4711	9	13
        51	0.3493500	2	0	9	4890	9	9
        52	0.3494100	2	0	5	4958	14	5
        53	0.3494500	2	0	9	4777	3	9
        54	0.3495100	2	0	6	4845	4	6
        55	0.3495500	2	1	6	4957	8	7
        56	0.3496100	2	0	1	4795	6	1
        57	0.3496600	2	1	2	4839	5	3
*stopped by user: 20/10/2025 12:31:29
