*Begin rocking: 20/06/2025 16:44:30
*Points: 0
*
*notes: 
*Rho-Axis: -0.850
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-0.2008000	2	2	1499	5720	260	1501
         1	-0.2007500	2	0	1819	5742	382	1819
         2	-0.2007100	2	2	1926	5676	541	1928
         3	-0.2006400	2	2	2367	5869	941	2369
         4	-0.2005900	2	2	2503	5765	1533	2505
         5	-0.2005500	2	9	2680	5826	2284	2689
         6	-0.2005000	2	3	2950	5724	3071	2953
         7	-0.2004300	2	6	3191	5776	3552	3197
         8	-0.2004000	2	6	3366	5714	3824	3372
         9	-0.2003500	2	8	2954	5735	3686	2962
        10	-0.2003000	2	6	3209	5872	3593	3215
        11	-0.2002500	2	3	3214	5690	3120	3217
        12	-0.2002000	2	8	2726	5605	2236	2734
        13	-0.2001400	2	4	2597	5701	1416	2601
        14	-0.2000900	2	4	2105	2387	836	2109
        15	-0.2000500	2	0	1972	2822	541	1972
        16	-0.2000000	2	3	1735	6918	371	1738
        17	-0.1999500	2	3	1515	6998	241	1518
        18	-0.1999000	2	0	1376	7018	219	1376
        19	-0.1998400	2	0	1141	6972	178	1141
        20	-0.1998000	2	1	984	6903	116	985
        21	-0.1997500	2	0	831	6951	109	831
        22	-0.1996800	2	0	797	7003	87	797
        23	-0.1996600	2	2	730	6971	77	732
        24	-0.1995900	2	0	573	7100	61	573
        25	-0.1995300	2	0	509	6985	62	509
        26	-0.1995000	2	1	451	7047	40	452
        27	-0.1994500	2	1	438	7060	45	439
*stopped by user: 20/06/2025 16:46:17
