*Begin rocking: 23/10/2025 18:13:34
*Points: 0
*
*notes: 
*Rho-Axis: -1.120
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.3464500	2	7	83	5087	90	90
         1	0.3465000	2	18	79	5046	95	97
         2	0.3465500	2	20	99	5086	122	119
         3	0.3466000	2	57	135	5062	137	192
         4	0.3466500	2	62	169	5020	141	231
         5	0.3467000	2	88	184	5094	150	272
         6	0.3467400	2	95	231	5025	184	326
         7	0.3467900	2	129	265	5049	256	394
         8	0.3468500	2	97	284	5144	347	381
         9	0.3469000	2	103	292	5189	433	395
        10	0.3469400	2	90	329	5174	481	419
        11	0.3469900	2	63	350	5170	450	413
        12	0.3470400	2	70	324	5311	405	394
        13	0.3471000	2	56	338	5193	378	394
        14	0.3471500	2	48	287	4944	299	335
        15	0.3472000	2	28	216	5138	203	244
        16	0.3472500	2	37	225	5101	170	262
        17	0.3473000	2	34	154	5199	167	188
        18	0.3473500	2	22	131	5103	111	153
        19	0.3474000	2	18	93	5091	108	111
        20	0.3474500	2	12	83	5166	93	95
        21	0.3475000	2	10	80	5217	84	90
        22	0.3475500	2	4	60	5067	59	64
        23	0.3476000	2	6	34	5237	63	40
        24	0.3476600	2	2	47	5156	53	49
        25	0.3477000	2	3	34	5018	42	37
        26	0.3477600	2	2	28	5104	33	30
*stopped by user: 23/10/2025 18:15:22
