*Begin rocking: 30/09/2025 13:41:44
*Points: 0
*
*notes: 
*Rho-Axis: -1.200
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.3316100	5	30	147	11748	46	177
         1	-1.3315500	5	37	173	11718	41	210
         2	-1.3314900	5	38	181	11759	19	219
         3	-1.3314400	5	37	185	11738	15	222
         4	-1.3314000	5	38	240	11747	12	278
         5	-1.3313400	5	79	249	11696	15	328
         6	-1.3312900	5	126	275	11476	27	401
         7	-1.3312500	5	176	285	11820	38	461
         8	-1.3312000	5	210	316	11520	144	526
         9	-1.3311400	5	293	318	11622	226	611
        10	-1.3310900	5	370	280	11626	338	650
        11	-1.3310400	5	456	280	11630	466	736
        12	-1.3309900	5	531	301	11681	559	832
        13	-1.3309400	5	529	287	11834	664	816
        14	-1.3309000	5	517	290	11605	694	807
        15	-1.3308500	5	481	300	11604	597	781
        16	-1.3307900	5	507	293	11682	556	800
        17	-1.3307300	5	397	310	11691	440	707
        18	-1.3306900	5	320	282	11416	307	602
        19	-1.3306500	5	331	295	11682	198	626
        20	-1.3305900	5	224	234	11579	131	458
        21	-1.3305500	5	162	262	11640	61	424
        22	-1.3305000	5	110	206	11503	22	316
        23	-1.3304500	5	66	201	11557	18	267
*stopped by user: 30/09/2025 13:44:29
