*Begin rocking: 24/09/2025 16:14:38
*Points: 0
*
*notes: 
*Rho-Axis: -1.670
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-0.2048100	2	124	16	4566	1310	140
         1	-0.2047500	2	197	23	4633	1606	220
         2	-0.2047000	2	333	42	4576	1920	375
         3	-0.2046500	2	439	92	4687	2401	531
         4	-0.2046000	2	603	166	4650	2991	769
         5	-0.2045600	2	773	282	4617	3747	1055
         6	-0.2045100	2	953	395	4615	4618	1348
         7	-0.2044500	2	1180	561	4633	5846	1741
         8	-0.2044000	2	1333	780	4665	6675	2113
         9	-0.2043400	2	1322	858	4585	7717	2180
        10	-0.2043100	2	1306	832	4667	7874	2138
        11	-0.2042500	2	1082	752	4462	8105	1834
        12	-0.2042000	2	880	652	4573	7780	1532
        13	-0.2041500	2	787	615	4484	7496	1402
        14	-0.2041100	2	685	456	4685	6452	1141
        15	-0.2040400	2	548	328	4562	5627	876
        16	-0.2040100	2	394	208	4607	4898	602
        17	-0.2039500	2	306	137	4568	3943	443
        18	-0.2038900	2	216	75	4625	3016	291
        19	-0.2038400	2	163	44	4533	2438	207
        20	-0.2038000	2	122	25	4564	2046	147
        21	-0.2037400	2	99	23	4611	1658	122
        22	-0.2037100	2	80	10	4540	1438	90
        23	-0.2036500	2	54	5	4549	1199	59
        24	-0.2036000	2	43	4	4567	942	47
*stopped by user: 24/09/2025 16:16:27
