*Begin rocking: 27/06/2025 14:21:33
*Points: 0
*
*notes: 
*Rho-Axis: -2.900
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.0015100	2	200	55	2535	1197	255
         1	-1.0014500	2	297	95	2535	1465	392
         2	-1.0014000	2	454	104	2527	1625	558
         3	-1.0013400	2	566	206	2525	1766	772
         4	-1.0012900	2	713	322	2691	1736	1035
         5	-1.0012500	2	789	470	2673	1781	1259
         6	-1.0012000	2	839	612	2567	1823	1451
         7	-1.0011500	2	886	602	2525	1893	1488
         8	-1.0011000	2	851	669	2507	1797	1520
         9	-1.0010500	2	871	668	2581	1845	1539
        10	-1.0010000	2	753	636	2620	1775	1389
        11	-1.0009500	2	611	505	2594	1693	1116
        12	-1.0009100	2	529	316	2578	1769	845
        13	-1.0008500	2	480	258	2618	1660	738
        14	-1.0008100	2	371	161	2584	1502	532
        15	-1.0007400	2	298	95	2630	1334	393
*stopped by user: 27/06/2025 14:22:37
