*Begin rocking: 20/06/2025 16:24:55
*Points: 0
*
*notes: 
*Rho-Axis: -0.700
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-0.2010900	2	825	1789	4603	1133	2614
         1	-0.2010600	2	843	1935	4615	1241	2778
         2	-0.2010000	2	865	2263	4583	1403	3128
         3	-0.2009600	2	1045	2151	4545	1487	3196
         4	-0.2009100	2	990	2380	4663	1538	3370
         5	-0.2008500	2	1143	2336	4491	1631	3479
         6	-0.2008000	2	1142	2497	4692	1727	3639
         7	-0.2007400	2	1128	2418	4418	1829	3546
         8	-0.2007100	2	1276	2458	4636	1899	3734
         9	-0.2006600	2	1101	2572	4548	1909	3673
        10	-0.2005900	2	1223	2495	4628	1862	3718
        11	-0.2005400	2	1135	2232	4856	1882	3367
        12	-0.2005000	2	975	2426	5567	1771	3401
        13	-0.2004400	2	969	2150	5667	1635	3119
        14	-0.2003900	2	854	2097	5516	1477	2951
        15	-0.2003500	2	860	2042	5512	1358	2902
        16	-0.2002900	2	721	1783	5589	1053	2504
        17	-0.2002500	2	559	1625	5509	844	2184
        18	-0.2002100	2	513	1446	5618	636	1959
        19	-0.2001600	2	418	1272	5622	452	1690
        20	-0.2001000	2	333	1128	5537	306	1461
        21	-0.2000500	2	239	1015	5552	222	1254
        22	-0.1999900	2	199	876	5499	149	1075
        23	-0.1999400	2	152	752	5524	115	904
        24	-0.1999000	2	111	720	5531	77	831
        25	-0.1998400	2	100	594	5503	65	694
        26	-0.1997900	2	69	541	5517	65	610
        27	-0.1997400	2	69	452	5608	56	521
        28	-0.1997000	2	57	438	5505	48	495
        29	-0.1996500	2	42	410	5533	41	452
        30	-0.1995900	2	42	357	5539	48	399
        31	-0.1995400	2	29	324	5612	36	353
        32	-0.1994900	2	25	300	5596	40	325
*stopped by user: 20/06/2025 16:27:02
