*Begin rocking: 22/09/2025 18:21:52
*Points: 0
*
*notes: 
*Rho-Axis: -1.820
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-0.3996200	2	849	1878	4329	2527	2727
         1	-0.3995800	2	1044	2897	4423	2880	3941
         2	-0.3995300	2	1133	3599	4461	3049	4732
         3	-0.3994800	2	1176	3983	4420	3079	5159
         4	-0.3994300	2	1041	4026	4306	2996	5067
         5	-0.3993800	2	1035	3678	4423	2896	4713
         6	-0.3993200	2	996	2966	4380	2688	3962
         7	-0.3992700	2	829	2157	4450	2466	2986
         8	-0.3992300	2	709	1463	4514	2351	2172
*stopped by user: 22/09/2025 18:22:27
