*Begin rocking: 17/06/2025 18:17:28
*Points: 0
*
*notes: 
*Rho-Axis: -0.850
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.3601200	2	10	87	2836	12	97
         1	-1.3600700	2	14	81	2821	11	95
         2	-1.3600100	2	14	115	2860	16	129
         3	-1.3599700	2	15	109	2722	11	124
         4	-1.3599200	2	20	159	2785	17	179
         5	-1.3598600	2	29	184	2735	5	213
         6	-1.3598100	2	41	173	2771	40	214
         7	-1.3597700	2	56	201	2848	40	257
         8	-1.3597200	2	45	227	2318	29	272
         9	-1.3596600	2	50	233	2410	22	283
        10	-1.3596300	2	63	254	2416	33	317
        11	-1.3595700	2	88	316	2459	46	404
        12	-1.3595300	2	110	348	2399	61	458
        13	-1.3594600	2	199	372	2385	80	571
        14	-1.3594100	2	246	416	2360	131	662
        15	-1.3593700	2	282	474	2427	199	756
        16	-1.3593200	2	366	454	2414	411	820
        17	-1.3592700	2	353	526	2356	531	879
        18	-1.3592000	2	390	522	2440	647	912
        19	-1.3591700	2	440	585	2388	711	1025
        20	-1.3591200	2	426	579	2420	742	1005
        21	-1.3590600	2	395	552	2407	731	947
        22	-1.3590100	2	368	570	2445	634	938
        23	-1.3589700	2	366	514	2338	543	880
        24	-1.3589100	2	285	528	2415	293	813
        25	-1.3588600	2	204	536	2477	199	740
        26	-1.3588000	2	159	452	2387	103	611
        27	-1.3587500	2	131	430	2380	65	561
*stopped by user: 17/06/2025 18:19:16
