*Begin rocking: 09/10/2025 10:31:26
*Points: 0
*
*notes: 
*Rho-Axis: -1.120
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.3468000	2	1	12	6063	10	13
         1	0.3468600	2	1	22	6102	25	23
         2	0.3469100	2	0	29	6081	22	29
         3	0.3469500	2	0	23	6253	26	23
         4	0.3470000	2	1	19	6111	32	20
         5	0.3470600	2	2	23	6089	33	25
         6	0.3471200	2	3	33	6204	23	36
         7	0.3471600	2	2	31	6294	28	33
         8	0.3472100	2	4	41	6131	61	45
         9	0.3472700	2	1	49	6212	57	50
        10	0.3473100	2	7	56	6280	76	63
        11	0.3473600	2	8	57	6145	86	65
        12	0.3474100	2	5	71	6219	91	76
        13	0.3474700	2	6	62	6073	68	68
        14	0.3475200	2	7	94	6143	81	101
        15	0.3475700	2	11	95	6128	100	106
        16	0.3476100	2	16	132	6331	144	148
        17	0.3476700	2	26	144	6067	143	170
        18	0.3477100	2	34	175	6308	185	209
        19	0.3477700	2	51	207	6154	289	258
        20	0.3478100	2	84	216	6141	327	300
        21	0.3478600	2	87	253	6049	399	340
        22	0.3479200	2	110	326	6202	441	436
        23	0.3479700	2	138	284	6154	442	422
        24	0.3480100	2	148	355	6037	449	503
        25	0.3480600	2	133	284	6264	413	417
        26	0.3481200	2	143	257	6205	312	400
        27	0.3481800	2	149	232	6073	213	381
        28	0.3482100	2	129	199	6158	166	328
        29	0.3482700	2	111	151	6119	128	262
        30	0.3483200	2	72	121	6081	127	193
        31	0.3483600	2	56	113	6182	109	169
        32	0.3484200	2	40	82	6257	91	122
        33	0.3484600	2	27	74	6141	65	101
        34	0.3485100	2	18	64	6298	73	82
        35	0.3485700	2	13	44	5902	60	57
*stopped by user: 09/10/2025 10:33:56
