*Begin rocking: 11/10/2025 15:12:13
*Points: 0
*
*notes: 
*Rho-Axis: -1.120
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.3472900	2	44	90	6184	196	134
         1	0.3473400	2	63	109	6268	228	172
         2	0.3473900	2	96	115	6236	336	211
         3	0.3474500	2	117	137	6275	483	254
         4	0.3474900	2	97	145	6146	590	242
         5	0.3475500	2	113	139	6214	682	252
         6	0.3476000	2	147	138	6189	780	285
         7	0.3476500	2	140	150	6203	804	290
         8	0.3476900	2	89	159	6168	834	248
         9	0.3477600	2	117	188	6282	658	305
        10	0.3478000	2	109	150	6134	525	259
        11	0.3478500	2	84	138	6048	508	222
        12	0.3479100	2	53	154	6268	322	207
        13	0.3479400	2	44	130	6082	264	174
        14	0.3480000	2	25	115	6270	191	140
        15	0.3480500	2	21	94	6163	149	115
        16	0.3481000	2	15	87	6275	110	102
        17	0.3481500	2	9	60	6204	84	69
        18	0.3481900	2	10	65	6271	73	75
        19	0.3482500	2	9	40	6259	61	49
        20	0.3483000	2	2	44	6176	68	46
        21	0.3483600	2	3	43	6114	35	46
        22	0.3483900	2	0	37	6268	43	37
        23	0.3484600	2	0	34	6183	37	34
        24	0.3484900	2	3	24	6290	47	27
*stopped by user: 11/10/2025 15:13:50
