*Begin rocking: 09/10/2025 10:47:28
*Points: 0
*
*notes: 
*Rho-Axis: -1.120
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.3468100	2	0	17	6067	16	17
         1	0.3468500	2	0	16	6224	20	16
         2	0.3469100	2	2	19	6242	22	21
         3	0.3469700	2	3	17	6152	21	20
         4	0.3470100	2	0	15	6206	27	15
         5	0.3470600	2	2	21	6356	29	23
         6	0.3471100	2	2	28	6213	33	30
         7	0.3471600	2	3	25	6229	40	28
         8	0.3472100	2	3	45	6237	39	48
         9	0.3472500	2	5	38	6241	54	43
        10	0.3473100	2	11	66	6170	80	77
        11	0.3473600	2	11	62	6103	87	73
        12	0.3474100	2	9	60	6072	61	69
        13	0.3474600	2	17	74	6250	98	91
        14	0.3475100	2	24	69	6175	91	93
        15	0.3475700	2	50	70	6065	123	120
        16	0.3476100	2	66	77	6098	128	143
        17	0.3476600	2	111	73	6099	126	184
        18	0.3477100	2	201	95	6210	143	296
        19	0.3477600	2	282	105	6050	144	387
        20	0.3478100	2	320	113	6177	212	433
        21	0.3478500	2	375	130	6087	241	505
        22	0.3479100	2	390	162	6278	306	552
        23	0.3479600	2	405	164	6189	288	569
        24	0.3480100	2	404	172	6310	352	576
        25	0.3480600	2	346	159	6092	282	505
        26	0.3481100	2	322	181	6216	271	503
        27	0.3481700	2	279	160	6010	184	439
        28	0.3482100	2	197	127	6168	112	324
        29	0.3482500	2	150	142	6113	144	292
        30	0.3483100	2	81	125	6247	123	206
        31	0.3483600	2	43	107	6202	86	150
        32	0.3484200	2	34	89	6173	99	123
        33	0.3484600	2	27	84	6149	81	111
        34	0.3485100	2	9	70	6161	61	79
        35	0.3485500	2	9	64	6294	68	73
        36	0.3486100	2	4	43	6099	51	47
        37	0.3486700	2	1	28	6176	49	29
*stopped by user: 09/10/2025 10:50:08
