*Begin rocking: 19/06/2025 18:44:25
*Points: 0
*
*notes: 
*Rho-Axis: -0.950
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.6892100	2	15	160	5874	29	175
         1	-1.6891400	2	12	182	5813	17	194
         2	-1.6891000	2	15	190	5972	22	205
         3	-1.6890300	2	13	209	5873	39	222
         4	-1.6889900	2	15	232	5801	35	247
         5	-1.6889500	2	25	242	5736	48	267
         6	-1.6889000	2	24	249	4696	30	273
         7	-1.6888500	2	27	287	5668	52	314
         8	-1.6888000	2	31	307	5526	36	338
         9	-1.6887500	2	33	380	5728	63	413
        10	-1.6887000	2	36	399	6146	60	435
        11	-1.6886500	2	50	402	8317	37	452
        12	-1.6886000	2	60	486	8266	66	546
        13	-1.6885400	2	58	503	8189	78	561
        14	-1.6885000	2	86	527	8295	86	613
        15	-1.6884500	2	109	757	8340	104	866
        16	-1.6884000	2	173	816	8359	208	989
        17	-1.6883600	2	219	875	8335	327	1094
        18	-1.6883000	2	231	957	8291	281	1188
        19	-1.6882500	2	230	1080	8275	216	1310
        20	-1.6882000	2	244	1181	5277	210	1425
        21	-1.6881400	2	296	1325	4350	236	1621
        22	-1.6881000	2	404	1486	5399	299	1890
        23	-1.6880500	2	544	1767	5375	420	2311
        24	-1.6879900	2	895	2034	4143	657	2929
        25	-1.6879500	2	935	2262	5515	874	3197
        26	-1.6879000	2	1261	2425	5439	1394	3686
        27	-1.6878500	2	1348	2659	5442	2210	4007
        28	-1.6878000	2	1587	2743	5469	2963	4330
        29	-1.6877500	2	1752	2967	5229	3449	4719
        30	-1.6877000	2	1943	2998	2612	3707	4941
        31	-1.6876400	2	1867	3023	2753	3816	4890
        32	-1.6876000	2	1890	3022	2699	3525	4912
        33	-1.6875400	2	1628	2831	2630	3209	4459
        34	-1.6874900	2	1577	2604	2849	2578	4181
        35	-1.6874500	2	1306	2544	3285	1783	3850
        36	-1.6874100	2	1026	2335	3295	1161	3361
        37	-1.6873500	2	800	2178	5494	726	2978
        38	-1.6872900	2	687	1825	5544	493	2512
        39	-1.6872300	2	414	1453	5536	317	1867
        40	-1.6871900	2	332	1260	5607	234	1592
        41	-1.6871500	2	269	1198	5414	207	1467
        42	-1.6871000	2	186	1023	5461	175	1209
        43	-1.6870500	2	158	947	5600	134	1105
        44	-1.6870000	2	121	769	5536	120	890
        45	-1.6869500	2	91	671	5582	111	762
*stopped by user: 19/06/2025 18:47:21
