*Begin rocking: 19/10/2025 17:41:23
*Points: 0
*
*notes: 
*Rho-Axis: -1.120
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.3468000	2	11	73	4719	84	84
         1	0.3468400	2	8	87	4722	117	95
         2	0.3469000	2	12	95	4981	143	107
         3	0.3469500	2	15	107	4870	162	122
         4	0.3470000	2	29	119	4808	209	148
         5	0.3470500	2	23	148	4845	273	171
         6	0.3470900	2	67	167	4717	354	234
         7	0.3471400	2	68	151	4884	482	219
         8	0.3472000	2	79	167	4814	541	246
         9	0.3472500	2	103	178	4765	711	281
        10	0.3472900	2	94	202	4791	767	296
        11	0.3473500	2	98	181	4662	808	279
        12	0.3474000	2	101	181	4848	776	282
        13	0.3474500	2	83	169	4934	671	252
        14	0.3475000	2	80	187	4724	568	267
        15	0.3475500	2	51	167	4763	467	218
        16	0.3476000	2	45	156	4847	365	201
        17	0.3476500	2	23	154	4766	257	177
        18	0.3477000	2	18	122	4772	193	140
        19	0.3477500	2	7	100	4837	125	107
        20	0.3478000	2	12	82	4894	98	94
        21	0.3478500	2	8	85	4840	97	93
        22	0.3479000	2	7	62	4729	81	69
*stopped by user: 19/10/2025 17:42:59
