*Begin rocking: 19/06/2025 20:45:08
*Points: 0
*
*notes: 
*Rho-Axis: -0.950
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.6890000	2	4	985	10739	334	989
         1	-1.6889500	2	2	1056	10900	150	1058
         2	-1.6888900	2	0	1081	11009	167	1081
         3	-1.6888500	2	0	1278	10984	208	1278
         4	-1.6888100	2	2	1425	11006	279	1427
         5	-1.6887500	2	2	1668	11000	393	1670
         6	-1.6887000	2	2	1871	11122	547	1873
         7	-1.6886300	2	3	2136	11026	824	2139
         8	-1.6886100	2	3	2491	11010	1173	2494
         9	-1.6885500	2	1	2919	11145	2077	2920
        10	-1.6885100	2	3	3050	11035	2967	3053
        11	-1.6884500	2	7	3292	11017	3521	3299
        12	-1.6883900	2	5	3109	11068	3664	3114
        13	-1.6883300	2	4	3391	11110	3748	3395
        14	-1.6883000	2	4	3492	11152	3627	3496
        15	-1.6882400	2	1	3264	11170	3413	3265
        16	-1.6882000	2	5	3165	8708	2767	3170
        17	-1.6881400	2	3	2712	9699	1872	2715
        18	-1.6880900	2	3	2404	9757	1084	2407
        19	-1.6880500	2	1	2165	9539	678	2166
        20	-1.6880000	2	1	1920	9681	423	1921
        21	-1.6879500	2	2	1599	9672	321	1601
        22	-1.6879000	2	3	1443	9623	243	1446
        23	-1.6878300	2	2	1212	9666	188	1214
        24	-1.6878000	2	1	1019	9678	145	1020
        25	-1.6877300	2	0	882	9574	121	882
        26	-1.6877000	2	0	808	9716	110	808
        27	-1.6876400	2	0	683	9714	88	683
        28	-1.6876000	2	0	643	9715	84	643
        29	-1.6875500	2	2	516	9687	65	518
        30	-1.6875000	2	1	474	9717	46	475
        31	-1.6874400	2	0	450	9720	53	450
        32	-1.6873900	2	0	435	9579	38	435
        33	-1.6873400	2	1	401	9655	50	402
        34	-1.6872900	2	0	311	9634	43	311
        35	-1.6872400	2	0	353	9667	44	353
        36	-1.6872100	2	0	312	9494	41	312
        37	-1.6871400	2	0	256	9307	24	256
        38	-1.6870800	2	1	241	9259	34	242
        39	-1.6870500	2	0	218	7769	16	218
*stopped by user: 19/06/2025 20:47:42
