*Begin rocking: 24/09/2025 22:30:25
*Points: 0
*
*notes: 
*Rho-Axis: -1.600
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	3.5749900	2	3	9	4469	24	12
         1	3.5750400	2	0	11	4366	19	11
         2	3.5751000	2	0	17	4471	18	17
         3	3.5751400	2	0	12	4463	36	12
         4	3.5751900	2	0	14	4531	19	14
         5	3.5752300	2	0	23	4495	21	23
         6	3.5752900	2	0	16	4359	25	16
         7	3.5753400	2	1	18	4389	18	19
         8	3.5753900	2	1	10	4446	31	11
         9	3.5754300	2	0	21	4484	22	21
*stopped by user: 24/09/2025 22:31:15
