*Begin rocking: 26/06/2025 20:40:43
*Points: 0
*
*notes: 
*Rho-Axis: -2.900
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.0028000	2	62	32	2399	265	94
         1	-1.0027600	2	69	34	2460	286	103
         2	-1.0027000	2	123	80	2330	464	203
         3	-1.0026500	2	149	70	2345	456	219
         4	-1.0026000	2	127	33	2303	401	160
         5	-1.0025600	2	126	47	2312	482	173
         6	-1.0025000	2	147	67	2326	587	214
         7	-1.0024500	2	193	74	2394	748	267
         8	-1.0024100	2	265	114	2347	848	379
         9	-1.0023600	2	432	204	2294	938	636
        10	-1.0023000	2	495	291	2428	1473	786
        11	-1.0022600	2	695	497	2402	1725	1192
        12	-1.0022100	2	631	526	2381	2472	1157
        13	-1.0021400	2	1042	961	2271	2482	2003
        14	-1.0021100	2	690	679	2352	3442	1369
        15	-1.0020500	2	871	805	2312	3311	1676
        16	-1.0020000	2	680	613	2408	3709	1293
        17	-1.0019500	2	873	832	2375	2893	1705
        18	-1.0019000	2	441	387	2377	3060	828
        19	-1.0018600	2	698	498	2371	2108	1196
        20	-1.0018000	2	338	220	2308	1961	558
        21	-1.0017600	2	326	166	2329	1429	492
        22	-1.0017000	2	315	143	2414	1020	458
        23	-1.0016500	2	212	91	2302	852	303
        24	-1.0016100	2	126	62	2310	747	188
        25	-1.0015400	2	118	56	2426	562	174
        26	-1.0015100	2	64	26	2304	452	90
        27	-1.0014500	2	49	29	2398	399	78
        28	-1.0014000	2	41	11	2320	327	52
        29	-1.0013500	2	23	12	2391	341	35
*stopped by user: 26/06/2025 20:42:44
