*Begin rocking: 08/10/2025 18:55:09
*Points: 0
*
*notes: 
*Rho-Axis: -1.120
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.3468000	2	17	80	6133	81	97
         1	0.3468600	2	20	79	6093	85	99
         2	0.3469100	2	5	77	6221	96	82
         3	0.3469500	2	8	101	6108	91	109
         4	0.3470000	2	20	66	6033	93	86
         5	0.3470500	2	35	91	6230	117	126
         6	0.3471100	2	40	117	6128	123	157
         7	0.3471600	2	70	141	6075	136	211
         8	0.3472100	2	96	207	6210	164	303
         9	0.3472500	2	124	217	6118	185	341
        10	0.3473100	2	128	301	6186	214	429
        11	0.3473600	2	139	338	6136	307	477
        12	0.3474100	2	170	384	6079	380	554
        13	0.3474600	2	128	468	6213	372	596
        14	0.3475000	2	127	501	6093	336	628
        15	0.3475600	2	123	509	6119	378	632
        16	0.3476000	2	72	445	6173	315	517
        17	0.3476600	2	85	459	6131	221	544
        18	0.3477100	2	65	349	6214	143	414
        19	0.3477600	2	63	287	6232	134	350
        20	0.3478000	2	25	236	6043	122	261
        21	0.3478600	2	31	192	6282	147	223
        22	0.3479100	2	11	138	6018	108	149
        23	0.3479600	2	11	102	6213	105	113
        24	0.3480100	2	7	93	6139	94	100
*stopped by user: 08/10/2025 18:57:56
