*Begin rocking: 19/06/2025 21:53:49
*Points: 0
*
*notes: 
*Rho-Axis: -1.050
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.6718000	2	50	482	4426	61	532
         1	-1.6718600	2	31	343	4259	37	374
         2	-1.6719000	2	39	335	4374	24	374
         3	-1.6719500	2	35	297	4331	38	332
         4	-1.6720100	2	30	288	4251	22	318
         5	-1.6720600	2	20	217	4178	19	237
         6	-1.6721100	2	27	202	4276	19	229
         7	-1.6721500	2	15	214	4330	20	229
         8	-1.6722000	2	10	178	4358	14	188
         9	-1.6722500	2	11	182	4280	16	193
        10	-1.6723000	2	15	177	4365	8	192
        11	-1.6723600	2	11	153	4331	15	164
        12	-1.6724100	2	13	136	4265	13	149
        13	-1.6724600	2	6	145	4356	16	151
        14	-1.6725000	2	8	109	4312	10	117
        15	-1.6725500	2	13	134	4302	8	147
        16	-1.6726100	2	1	113	4329	12	114
        17	-1.6726500	2	10	105	4254	12	115
        18	-1.6727100	2	3	100	4232	5	103
        19	-1.6727500	2	3	91	4294	5	94
        20	-1.6728100	2	5	74	4383	14	79
        21	-1.6728600	2	8	68	4334	11	76
*stopped by user: 19/06/2025 21:55:13
