*Begin rocking: 27/06/2025 18:56:16
*Points: 0
*
*notes: 
*Rho-Axis: -2.900
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.0604200	2	91	27	3046	595	118
         1	-1.0603800	2	125	51	3062	678	176
         2	-1.0603200	2	152	77	2984	779	229
         3	-1.0602900	2	193	73	3064	858	266
         4	-1.0602300	2	190	86	3176	939	276
         5	-1.0601900	2	271	79	3201	1059	350
         6	-1.0601300	2	316	117	3025	1235	433
         7	-1.0600900	2	374	147	3059	1336	521
         8	-1.0600300	2	497	223	3094	1558	720
         9	-1.0599800	2	617	351	3134	1802	968
        10	-1.0599300	2	706	404	3204	1957	1110
        11	-1.0598900	2	870	563	3141	2096	1433
        12	-1.0598400	2	1049	643	3027	2330	1692
        13	-1.0597800	2	1111	815	2969	2362	1926
        14	-1.0597300	2	1137	875	3071	2536	2012
        15	-1.0596800	2	1120	898	3699	2547	2018
        16	-1.0596400	2	1094	940	3653	2428	2034
        17	-1.0595900	2	1064	783	3664	2404	1847
        18	-1.0595300	2	993	646	3648	2338	1639
        19	-1.0594800	2	882	632	3702	2058	1514
        20	-1.0594300	2	687	476	3635	1916	1163
        21	-1.0593900	2	633	313	3509	1637	946
        22	-1.0593300	2	481	233	3642	1449	714
        23	-1.0592800	2	330	176	3720	1396	506
        24	-1.0592500	2	299	114	3644	1141	413
        25	-1.0591900	2	205	80	3606	1103	285
        26	-1.0591400	2	188	75	3595	891	263
        27	-1.0590800	2	124	57	3734	796	181
        28	-1.0590400	2	106	40	3688	684	146
        29	-1.0589800	2	92	38	3710	576	130
*stopped by user: 27/06/2025 18:58:26
