*Begin rocking: 28/06/2025 14:46:27
*Points: 0
*
*notes: 
*Rho-Axis: -3.100
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.0604300	2	7	2	2592	65	9
         1	-1.0603800	2	3	2	2519	66	5
         2	-1.0603400	2	3	4	2560	71	7
         3	-1.0602700	2	2	2	2734	79	4
         4	-1.0602400	2	2	4	2545	73	6
         5	-1.0601900	2	3	6	2605	80	9
         6	-1.0601400	2	4	5	2663	70	9
         7	-1.0600800	2	1	8	2706	72	9
         8	-1.0600200	2	7	3	2621	107	10
         9	-1.0599900	2	2	5	2582	83	7
        10	-1.0599400	2	7	2	2750	86	9
        11	-1.0598800	2	4	2	2569	78	6
        12	-1.0598200	2	7	2	2579	91	9
        13	-1.0597900	2	7	5	2545	92	12
        14	-1.0597400	2	2	2	2654	124	4
        15	-1.0596900	2	7	7	2462	122	14
        16	-1.0596400	2	10	5	2619	139	15
        17	-1.0595700	2	10	3	2682	147	13
        18	-1.0595300	2	5	11	2577	134	16
        19	-1.0594700	2	5	6	2512	150	11
        20	-1.0594300	2	6	6	2617	158	12
        21	-1.0593800	2	16	9	2628	168	25
        22	-1.0593300	2	8	8	2591	172	16
        23	-1.0592800	2	14	5	2459	177	19
        24	-1.0592400	2	16	12	2612	198	28
        25	-1.0591900	2	9	4	2557	203	13
        26	-1.0591300	2	23	19	2515	287	42
        27	-1.0590700	2	18	10	2601	261	28
        28	-1.0590400	2	28	13	2592	320	41
        29	-1.0589900	2	34	15	2624	318	49
        30	-1.0589300	2	37	14	2796	374	51
        31	-1.0588700	2	51	30	2736	421	81
        32	-1.0588400	2	63	20	2731	439	83
        33	-1.0587800	2	65	23	2927	548	88
        34	-1.0587300	2	110	33	2782	634	143
        35	-1.0586800	2	108	58	2732	772	166
        36	-1.0586300	2	123	70	2733	870	193
        37	-1.0585800	2	185	74	2799	1021	259
        38	-1.0585300	2	234	94	2744	1053	328
        39	-1.0584900	2	299	124	2738	1273	423
        40	-1.0584300	2	374	198	2804	1434	572
        41	-1.0583900	2	426	231	2738	1667	657
        42	-1.0583300	2	536	316	2788	1804	852
        43	-1.0582900	2	612	354	2809	2048	966
        44	-1.0582300	2	679	445	2701	2407	1124
        45	-1.0581800	2	739	546	2892	2767	1285
        46	-1.0581400	2	719	553	2834	3121	1272
        47	-1.0580800	2	848	620	2689	3365	1468
        48	-1.0580300	2	662	490	2635	3825	1152
        49	-1.0579900	2	757	536	2812	3698	1293
        50	-1.0579300	2	711	486	2680	3723	1197
        51	-1.0578900	2	743	505	2678	3812	1248
        52	-1.0578300	2	613	467	2781	3788	1080
        53	-1.0577700	2	708	505	2788	3476	1213
        54	-1.0577300	2	515	388	2742	3734	903
        55	-1.0576800	2	537	387	2742	3134	924
        56	-1.0576400	2	456	363	2820	2915	819
        57	-1.0575800	2	282	204	2723	2821	486
        58	-1.0575300	2	423	248	2843	2244	671
        59	-1.0574800	2	490	315	2766	1876	805
        60	-1.0574200	2	256	144	2746	1803	400
        61	-1.0573800	2	232	121	2756	1627	353
        62	-1.0573200	2	155	76	2820	1348	231
        63	-1.0572800	2	81	49	2819	1139	130
        64	-1.0572300	2	118	52	2790	896	170
        65	-1.0571900	2	85	23	2687	867	108
        66	-1.0571300	2	50	21	2751	745	71
        67	-1.0570800	2	65	18	2834	632	83
        68	-1.0570300	2	70	22	2763	510	92
        69	-1.0569800	2	32	12	2737	485	44
        70	-1.0569300	2	31	15	2823	407	46
        71	-1.0568800	2	22	12	2702	390	34
        72	-1.0568300	2	19	18	2736	320	37
        73	-1.0567800	2	17	10	2571	276	27
*stopped by user: 28/06/2025 14:51:40
