*Begin rocking: 25/09/2025 15:42:16
*Points: 0
*
*notes: 
*Rho-Axis: -1.200
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-0.3987000	2	26	458	4575	8	484
         1	-0.3986400	2	19	568	4449	7	587
         2	-0.3986000	2	29	568	4645	7	597
         3	-0.3985400	2	47	630	4609	11	677
         4	-0.3985000	2	65	740	4546	5	805
         5	-0.3984500	2	117	850	4466	14	967
         6	-0.3984000	2	112	1008	4480	15	1120
         7	-0.3983600	2	174	1251	4413	20	1425
         8	-0.3982900	2	312	1408	4529	28	1720
         9	-0.3982500	2	470	1610	4683	67	2080
        10	-0.3982000	2	693	1887	4593	106	2580
        11	-0.3981600	2	977	2127	4618	246	3104
        12	-0.3981000	2	1277	2406	4552	775	3683
        13	-0.3980500	2	1644	2641	4491	1759	4285
        14	-0.3980000	2	1897	2741	4696	3138	4638
        15	-0.3979500	2	2052	2651	4567	3980	4703
        16	-0.3979000	2	2202	2521	4506	4074	4723
        17	-0.3978500	2	1979	2584	4533	4035	4563
        18	-0.3978100	2	1603	2837	4677	3850	4440
        19	-0.3977500	2	1147	2869	4511	3249	4016
        20	-0.3977100	2	987	2808	4488	1990	3795
        21	-0.3976600	2	764	2624	4454	1041	3388
        22	-0.3976100	2	538	2365	4486	380	2903
        23	-0.3975500	2	357	2053	4561	162	2410
        24	-0.3975000	2	301	1765	4597	77	2066
        25	-0.3974500	2	210	1306	4405	55	1516
        26	-0.3974000	2	179	1210	4580	31	1389
        27	-0.3973500	2	125	958	4464	22	1083
*stopped by user: 25/09/2025 15:44:11
