*Begin rocking: 25/09/2025 20:09:34
*Points: 0
*
*notes: 
*Rho-Axis: -1.200
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.8621900	2	149	21	4594	1532	170
         1	-1.8621300	2	259	45	4677	1788	304
         2	-1.8620800	2	361	81	4586	2196	442
         3	-1.8620300	2	511	165	4543	2742	676
         4	-1.8619800	2	728	328	4628	3598	1056
         5	-1.8619300	2	914	520	4592	4848	1434
         6	-1.8618900	2	1176	716	4593	5661	1892
         7	-1.8618300	2	1510	1111	4519	7423	2621
         8	-1.8617800	2	1467	1153	4609	8233	2620
         9	-1.8617300	2	1192	1131	4623	8796	2323
        10	-1.8616800	2	1024	988	4555	9082	2012
        11	-1.8616300	2	797	778	4487	8815	1575
        12	-1.8615900	2	574	541	4568	7974	1115
        13	-1.8615300	2	484	325	4732	6883	809
        14	-1.8614800	2	388	223	4546	5606	611
        15	-1.8614400	2	280	118	4649	4389	398
        16	-1.8613900	2	230	66	4542	3222	296
        17	-1.8613300	2	197	38	4515	2497	235
        18	-1.8612800	2	167	25	4590	2028	192
        19	-1.8612400	2	136	13	4540	1688	149
        20	-1.8611800	2	102	15	4586	1348	117
        21	-1.8611400	2	79	7	4618	1106	86
        22	-1.8610800	2	46	7	4413	998	53
        23	-1.8610400	2	30	1	4466	847	31
        24	-1.8609900	2	26	8	4592	708	34
        25	-1.8609300	2	18	3	4610	575	21
*stopped by user: 25/09/2025 20:11:23
