*Begin rocking: 23/06/2025 10:18:36
*Points: 0
*
*notes: 
*Rho-Axis: -3.000
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.3214300	2	1	497	2519	40	498
         1	-1.3213800	2	1	579	2645	47	580
         2	-1.3213400	2	2	620	2748	57	622
         3	-1.3212800	2	1	771	2576	70	772
         4	-1.3212300	2	1	857	2577	88	858
         5	-1.3211700	2	3	920	2472	158	923
         6	-1.3211400	2	6	1128	2540	309	1134
         7	-1.3210900	2	6	1173	2711	264	1179
         8	-1.3210300	2	1	1312	2546	142	1313
         9	-1.3209700	2	1	1402	2524	172	1403
        10	-1.3209200	2	3	1684	2569	234	1687
        11	-1.3208900	2	4	1784	2524	293	1788
        12	-1.3208400	2	1	2028	2654	404	2029
        13	-1.3207900	2	4	2428	2648	671	2432
        14	-1.3207200	2	4	2593	2628	1013	2597
        15	-1.3206800	2	9	2571	2656	1578	2580
        16	-1.3206400	2	9	2797	2722	2275	2806
        17	-1.3205800	2	6	2548	2529	3069	2554
        18	-1.3205400	2	4	3128	2571	3471	3132
        19	-1.3204900	2	14	2515	2558	3467	2529
        20	-1.3204200	2	3	2930	2545	3420	2933
        21	-1.3203800	2	11	2545	2542	3067	2556
        22	-1.3203300	2	6	3118	2605	2535	3124
        23	-1.3202800	2	7	2280	2544	1792	2287
        24	-1.3202400	2	4	2665	2619	1217	2669
        25	-1.3201700	2	3	2218	2603	618	2221
        26	-1.3201300	2	1	2112	2511	416	2113
        27	-1.3200800	2	1	1828	2553	313	1829
        28	-1.3200200	2	1	1611	2593	191	1612
        29	-1.3199800	2	0	1512	2590	161	1512
*stopped by user: 23/06/2025 10:20:38
