*Begin rocking: 06/10/2025 18:45:34
*Points: 0
*
*notes: 
*Rho-Axis: -1.200
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.3469000	2	13	71	4583	84	84
         1	0.3469500	2	8	72	4675	79	80
         2	0.3469900	2	13	92	4767	76	105
         3	0.3470400	2	13	78	4622	68	91
         4	0.3471000	2	23	123	4727	108	146
         5	0.3471500	2	21	142	4848	124	163
         6	0.3472000	2	38	153	4676	84	191
         7	0.3472600	2	40	210	4599	127	250
         8	0.3473000	2	70	259	4772	153	329
         9	0.3473500	2	59	329	4683	228	388
        10	0.3473900	2	59	310	4663	265	369
        11	0.3474400	2	54	366	4768	289	420
        12	0.3475000	2	83	377	4652	313	460
        13	0.3475500	2	59	377	4751	361	436
        14	0.3476000	2	95	338	4711	305	433
        15	0.3476400	2	74	351	4700	305	425
        16	0.3476900	2	81	258	4627	257	339
        17	0.3477400	2	59	234	4698	231	293
        18	0.3477900	2	60	212	4709	185	272
        19	0.3478500	2	46	192	4687	174	238
        20	0.3478900	2	33	136	4675	131	169
        21	0.3479500	2	29	124	4697	116	153
        22	0.3480000	2	17	98	4727	99	115
        23	0.3480500	2	25	75	4793	75	100
        24	0.3480900	2	4	75	4725	89	79
*stopped by user: 06/10/2025 18:47:20
