*Begin rocking: 29/09/2025 20:04:37
*Points: 0
*
*notes: 
*Rho-Axis: -1.200
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.3312500	5	17	79	12062	96	96
         1	-1.3311900	5	20	93	12214	127	113
         2	-1.3311400	5	42	102	12372	149	144
         3	-1.3311000	5	39	122	11892	183	161
         4	-1.3310400	5	70	128	12234	215	198
         5	-1.3309900	5	81	129	12139	286	210
         6	-1.3309500	5	97	160	12295	312	257
         7	-1.3308900	5	95	185	12301	399	280
         8	-1.3308400	5	121	211	12226	456	332
         9	-1.3308000	5	117	240	11986	522	357
        10	-1.3307300	5	105	208	12093	487	313
        11	-1.3306900	5	125	235	12151	535	360
        12	-1.3306400	5	153	177	12154	495	330
        13	-1.3305800	5	108	166	12145	429	274
        14	-1.3305400	5	103	156	12330	372	259
        15	-1.3304900	5	73	121	12018	323	194
        16	-1.3304400	5	66	104	12197	254	170
        17	-1.3303900	5	45	114	12306	206	159
        18	-1.3303500	5	49	105	11615	167	154
        19	-1.3302900	5	19	107	11578	128	126
*stopped by user: 29/09/2025 20:06:57
