*Begin rocking: 11/10/2025 19:47:41
*Points: 0
*
*notes: 
*Rho-Axis: -1.120
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.3471400	2	11	117	6114	7	128
         1	0.3472000	2	28	122	6263	4	150
         2	0.3472400	2	39	132	6057	7	171
         3	0.3473000	2	77	166	5984	16	243
         4	0.3473500	2	106	175	6060	47	281
         5	0.3473900	2	127	180	6248	125	307
         6	0.3474400	2	113	212	6168	211	325
         7	0.3475000	2	174	209	6194	371	383
         8	0.3475400	2	182	208	6174	465	390
         9	0.3475900	2	162	194	6144	518	356
        10	0.3476400	2	156	228	6135	562	384
        11	0.3476900	2	160	234	6323	497	394
        12	0.3477500	2	128	192	6155	350	320
        13	0.3478000	2	121	229	6231	205	350
        14	0.3478500	2	69	205	6198	91	274
        15	0.3479000	2	60	187	6123	32	247
        16	0.3479600	2	35	160	6186	18	195
        17	0.3480000	2	19	145	6238	7	164
        18	0.3480500	2	9	126	6291	5	135
        19	0.3481000	2	6	109	6165	6	115
        20	0.3481500	2	12	76	6303	1	88
        21	0.3482000	2	6	79	6245	8	85
        22	0.3482400	2	3	67	6228	4	70
        23	0.3483100	2	1	60	6318	3	61
        24	0.3483500	2	1	52	6084	0	53
        25	0.3484000	2	1	47	6252	4	48
        26	0.3484400	2	1	36	6259	2	37
        27	0.3485000	2	0	30	6081	5	30
        28	0.3485500	2	4	27	6239	1	31
        29	0.3486100	2	2	39	6341	1	41
        30	0.3486600	2	1	26	6265	2	27
        31	0.3487000	2	0	22	6345	3	22
        32	0.3487500	2	2	20	6183	1	22
*stopped by user: 11/10/2025 19:50:02
