*Begin rocking: 17/06/2025 10:03:29
*Points: 0
*
*notes: 
*Rho-Axis: -0.850
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.7663000	2	86	545	2997	59	631
         1	-1.7662500	2	112	625	3053	66	737
         2	-1.7662000	2	164	740	2937	90	904
         3	-1.7661600	2	237	906	2921	290	1143
         4	-1.7661000	2	239	975	2918	310	1214
         5	-1.7660500	2	237	1036	2959	124	1273
         6	-1.7659900	2	303	1180	2938	123	1483
         7	-1.7659400	2	383	1279	2951	154	1662
         8	-1.7659000	2	477	1375	2960	203	1852
         9	-1.7658400	2	743	1532	3043	312	2275
        10	-1.7657900	2	1050	1758	3010	416	2808
        11	-1.7657500	2	1332	1755	2914	554	3087
        12	-1.7657000	2	1676	1979	2911	1074	3655
        13	-1.7656400	2	1964	2093	2953	1639	4057
        14	-1.7656000	2	2070	2248	2984	2341	4318
        15	-1.7655500	2	2276	2339	2882	2845	4615
        16	-1.7654900	2	2516	2534	2862	3214	5050
        17	-1.7654300	2	2540	2425	2890	3135	4965
        18	-1.7653900	2	2419	2401	2984	3049	4820
        19	-1.7653500	2	2230	2351	3089	2818	4581
        20	-1.7652900	2	1958	2187	2972	2228	4145
        21	-1.7652500	2	1759	2162	2987	1681	3921
        22	-1.7651900	2	1595	1973	2878	903	3568
        23	-1.7651500	2	1126	1772	2909	508	2898
        24	-1.7650900	2	785	1667	3083	382	2452
        25	-1.7650500	2	575	1480	2952	269	2055
*stopped by user: 17/06/2025 10:05:09
