*Begin rocking: 26/09/2025 17:34:37
*Points: 0
*
*notes: 
*Rho-Axis: -1.200
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	-1.8621800	5	1	0	11301	2	1
         1	-1.8621400	5	1	2	11284	2	3
         2	-1.8620900	5	2	2	11052	4	4
         3	-1.8620300	5	0	3	11170	4	3
         4	-1.8619800	5	0	3	11327	3	3
         5	-1.8619300	5	1	0	11351	1	1
         6	-1.8618900	5	0	1	11194	9	1
         7	-1.8618300	5	1	1	11192	5	2
         8	-1.8617900	5	3	0	10985	1	3
         9	-1.8617300	5	3	0	11289	3	3
        10	-1.8616800	5	6	0	11202	5	6
        11	-1.8616300	5	2	2	11361	7	4
        12	-1.8615800	5	6	2	11400	4	8
        13	-1.8615300	5	11	13	11304	35	24
        14	-1.8614900	5	30	16	11256	65	46
        15	-1.8614400	5	17	10	11073	45	27
        16	-1.8613700	5	22	5	11144	25	27
        17	-1.8613400	5	25	7	11463	13	32
        18	-1.8612800	5	26	12	11280	13	38
        19	-1.8612300	5	37	15	11312	15	52
        20	-1.8611900	5	83	29	11283	41	112
        21	-1.8611300	5	104	69	11217	72	173
        22	-1.8610800	5	142	102	11355	201	244
        23	-1.8610400	5	173	158	11215	349	331
        24	-1.8609700	5	202	232	11157	589	434
        25	-1.8609300	5	238	272	11280	836	510
        26	-1.8608900	5	281	290	11125	981	571
        27	-1.8608300	5	256	322	11253	1037	578
        28	-1.8607700	5	268	261	11184	1075	529
        29	-1.8607300	5	271	238	11227	941	509
        30	-1.8606700	5	239	200	11196	739	439
        31	-1.8606300	5	229	176	11286	566	405
        32	-1.8605700	5	191	94	11291	316	285
        33	-1.8605400	5	147	62	11190	192	209
        34	-1.8604800	5	125	47	11202	83	172
        35	-1.8604200	5	63	15	11394	52	78
        36	-1.8603800	5	56	13	11233	25	69
        37	-1.8603300	5	40	9	11117	10	49
        38	-1.8602700	5	26	6	11273	13	32
        39	-1.8602200	5	14	3	11185	14	17
        40	-1.8601800	5	13	1	11178	7	14
        41	-1.8601300	5	10	3	11126	7	13
        42	-1.8600700	5	8	2	11214	2	10
        43	-1.8600300	5	7	0	11336	8	7
        44	-1.8599700	5	2	0	11280	3	2
        45	-1.8599200	5	3	1	11153	4	4
*stopped by user: 26/09/2025 17:40:10
