*Begin rocking: 20/10/2025 17:25:17
*Points: 0
*
*notes: 
*Rho-Axis: -1.120
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.3468000	2	12	55	4928	107	67
         1	0.3468500	2	15	65	4969	100	80
         2	0.3468900	2	5	66	5021	72	71
         3	0.3469300	2	15	83	5019	97	98
         4	0.3469900	2	15	68	4995	120	83
         5	0.3470400	2	38	108	4969	158	146
         6	0.3470900	2	52	90	4964	137	142
         7	0.3471500	2	96	99	4823	164	195
         8	0.3472000	2	141	94	5050	169	235
         9	0.3472500	2	206	115	4917	240	321
        10	0.3472900	2	215	147	4900	323	362
        11	0.3473500	2	280	122	5143	417	402
        12	0.3473900	2	275	112	4966	539	387
        13	0.3474600	2	274	142	5093	604	416
        14	0.3474900	2	239	139	5023	605	378
        15	0.3475400	2	239	118	5103	615	357
        16	0.3475900	2	215	100	5165	558	315
        17	0.3476500	2	173	118	5076	460	291
        18	0.3476900	2	133	116	5079	349	249
        19	0.3477500	2	116	119	5130	233	235
        20	0.3478100	2	39	91	5105	199	130
        21	0.3478700	2	42	97	5010	161	139
        22	0.3479000	2	24	81	5003	128	105
        23	0.3479500	2	17	78	5102	95	95
        24	0.3480000	2	10	72	5031	72	82
        25	0.3480600	2	7	50	5068	72	57
        26	0.3481000	2	8	46	4932	75	54
        27	0.3481500	2	2	29	5182	46	31
        28	0.3482000	2	4	37	5029	60	41
        29	0.3482500	2	3	33	4978	42	36
        30	0.3483000	2	1	22	5135	31	23
        31	0.3483500	2	1	30	5129	32	31
        32	0.3484100	2	3	24	5106	34	27
        33	0.3484600	2	2	16	4884	26	18
        34	0.3485000	2	1	21	4977	25	22
        35	0.3485500	2	0	20	5057	19	20
        36	0.3486100	2	2	11	5106	32	13
        37	0.3486600	2	0	22	5026	23	22
        38	0.3487000	2	2	13	5090	25	15
        39	0.3487600	2	1	14	5041	10	15
        40	0.3488000	2	0	12	5169	18	12
        41	0.3488500	2	0	9	4932	14	9
        42	0.3489000	2	1	12	5146	13	13
        43	0.3489400	2	0	9	5073	12	9
        44	0.3490100	2	1	6	5061	12	7
        45	0.3490500	2	0	10	4970	14	10
        46	0.3491100	2	1	5	5091	16	6
        47	0.3491600	2	0	5	5186	9	5
        48	0.3492000	2	0	12	5135	18	12
        49	0.3492600	2	0	7	5010	10	7
        50	0.3493100	2	0	8	4932	6	8
        51	0.3493600	2	1	3	4966	7	4
        52	0.3494200	2	0	5	5058	7	5
        53	0.3494600	2	0	6	5033	8	6
        54	0.3494900	2	2	5	5110	12	7
        55	0.3495600	2	2	6	4939	8	8
        56	0.3496100	2	0	2	4919	7	2
        57	0.3496500	2	0	8	4967	9	8
        58	0.3497200	2	0	5	4831	10	5
        59	0.3497500	2	0	4	4934	9	4
        60	0.3498100	2	3	6	4783	6	9
        61	0.3498600	2	0	5	4864	9	5
        62	0.3499100	2	0	3	4968	7	3
        63	0.3499500	2	0	2	5061	9	2
        64	0.3500000	2	0	6	5005	12	6
        65	0.3500600	2	0	2	4892	6	2
        66	0.3501000	2	0	4	4966	1	4
        67	0.3501600	2	0	2	4895	5	2
        68	0.3502100	2	1	0	5002	2	1
        69	0.3502500	2	0	3	4851	5	3
*stopped by user: 20/10/2025 17:29:54
