# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.757812 60.0 27751 17787 509027 8 3793694100 45538 0.000000 0.000000
-1.669922 60.0 29144 16913 498555 4 3793694166 46057 0.000000 0.000000
-1.604004 60.0 28880 16575 502588 8 3793694233 45455 0.000000 0.000000
-1.505127 60.0 28372 16858 499493 5 3793694299 45230 0.000000 0.000000
-1.428223 60.0 27086 18348 501047 7 3793694365 45434 0.000000 0.000000
-1.329346 60.0 24596 20750 501475 7 3793694431 45346 0.000000 0.000000
-1.252441 60.0 22835 22813 514418 5 3793694497 45648 0.000000 0.000000
-1.153565 60.0 19023 26771 515262 15 3793694563 45794 0.000000 0.000000
-1.076660 60.0 16543 29932 498818 9 3793694629 46475 0.000000 0.000000
-0.999756 60.0 12793 33447 496724 13 3793694695 46240 0.000000 0.000000
-0.900879 60.0 10228 35901 502254 13 3793694762 46129 0.000000 0.000000
-0.812988 60.0 7927 38402 502898 10 3793694828 46329 0.000000 0.000000
-0.725098 60.0 6116 40146 505448 8 3793694894 46262 0.000000 0.000000
-0.648193 60.0 5404 41180 509215 10 3793694960 46584 0.000000 0.000000
-0.571289 60.0 5420 40866 501320 5 3793695026 46286 0.000000 0.000000
-0.483398 60.0 6521 40079 500351 2 3793695092 46600 0.000000 0.000000
-0.384522 60.0 7590 38390 503250 11 3793695158 45980 0.000000 0.000000
-0.296631 60.0 9711 36436 504443 9 3793695224 46147 0.000000 0.000000
-0.219727 60.0 12523 33608 508193 11 3793695290 46131 0.000000 0.000000
-0.120850 60.0 15239 30618 511714 5 3793695356 45857 0.000000 0.000000
-0.043945 60.0 18412 27260 510716 17 3793695423 45672 0.000000 0.000000
0.043945 60.0 21276 23908 506110 15 3793695489 45184 0.000000 0.000000
0.120850 60.0 23745 21656 505358 11 3793695555 45401 0.000000 0.000000
0.208740 60.0 26380 18900 497715 8 3793695621 45280 0.000000 0.000000
0.285645 60.0 27919 16959 502098 6 3793695687 44878 0.000000 0.000000
0.373535 60.0 28498 16436 503535 10 3793695753 44934 0.000000 0.000000
0.461426 60.0 28598 16486 500472 7 3793695819 45084 0.000000 0.000000
0.560303 60.0 28372 17032 498293 12 3793695885 45404 0.000000 0.000000
0.637207 60.0 26814 18540 499487 13 3793695951 45354 0.000000 0.000000
0.736084 60.0 24683 20360 501390 10 3793696018 45043 0.000000 0.000000
0.823975 60.0 21633 23687 505356 7 3793696084 45320 0.000000 0.000000
0.900879 60.0 19257 26259 504377 15 3793696150 45516 0.000000 0.000000
0.988769 60.0 15936 29922 522858 5 3793696216 45858 0.000000 0.000000
1.076660 60.0 13411 32479 526208 7 3793696282 45890 0.000000 0.000000
1.164551 60.0 10820 35157 519215 14 3793696348 45977 0.000000 0.000000
1.252441 60.0 8011 38435 504973 8 3793696414 46446 0.000000 0.000000
1.340332 60.0 6602 39294 506522 11 3793696481 45896 0.000000 0.000000
1.417236 60.0 5546 40624 504507 9 3793696547 46170 0.000000 0.000000
1.494141 60.0 5456 40620 507870 8 3793696613 46076 0.000000 0.000000
1.593018 60.0 6190 39995 507891 9 3793696679 46185 0.000000 0.000000
1.669922 60.0 7287 38521 506967 11 3793696745 45808 0.000000 0.000000
1.768799 60.0 9852 35932 502023 10 3793696811 45784 0.000000 0.000000
