# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.757812 60.0 13349 32527 504814 7 3793696888 45876 0.000000 0.000000
-1.669922 60.0 16430 28655 505977 8 3793696954 45085 0.000000 0.000000
-1.604004 60.0 18492 26546 512508 14 3793697021 45038 0.000000 0.000000
-1.505127 60.0 21389 23311 510614 7 3793697087 44700 0.000000 0.000000
-1.417236 60.0 24739 20420 510450 9 3793697153 45159 0.000000 0.000000
-1.340332 60.0 26838 17808 506118 6 3793697219 44646 0.000000 0.000000
-1.252441 60.0 27545 17055 503350 7 3793697285 44600 0.000000 0.000000
-1.164551 60.0 28254 16377 498774 12 3793697351 44631 0.000000 0.000000
-1.087646 60.0 27734 16717 498850 7 3793697417 44451 0.000000 0.000000
-0.988769 60.0 27101 18088 504782 12 3793697484 45189 0.000000 0.000000
-0.900879 60.0 25196 19754 497664 9 3793697550 44950 0.000000 0.000000
-0.823975 60.0 23868 21620 497746 13 3793697616 45488 0.000000 0.000000
-0.725098 60.0 20853 24842 499086 13 3793697682 45695 0.000000 0.000000
-0.637207 60.0 16729 28693 496941 14 3793697748 45422 0.000000 0.000000
-0.571289 60.0 14762 31001 504328 7 3793697814 45763 0.000000 0.000000
-0.483398 60.0 11751 33862 505015 12 3793697880 45613 0.000000 0.000000
-0.384522 60.0 9038 36515 514368 13 3793697946 45553 0.000000 0.000000
-0.285645 60.0 7451 38258 525650 10 3793698012 45709 0.000000 0.000000
-0.208740 60.0 6001 39676 524324 7 3793698079 45677 0.000000 0.000000
-0.109863 60.0 5062 40424 504483 10 3793698145 45486 0.000000 0.000000
-0.054932 60.0 5475 40484 503935 14 3793698211 45959 0.000000 0.000000
0.043945 60.0 6676 39486 516217 13 3793698277 46162 0.000000 0.000000
0.131836 60.0 7923 37275 525365 13 3793698343 45198 0.000000 0.000000
0.219727 60.0 10737 34573 515422 14 3793698409 45310 0.000000 0.000000
0.307617 60.0 13765 31695 502731 10 3793698475 45460 0.000000 0.000000
0.384522 60.0 16262 28836 504075 8 3793698542 45098 0.000000 0.000000
0.472412 60.0 18974 26133 504223 10 3793698608 45107 0.000000 0.000000
0.549316 60.0 21628 22998 503553 6 3793698674 44626 0.000000 0.000000
0.648193 60.0 24390 19946 511258 9 3793698740 44336 0.000000 0.000000
0.736084 60.0 26699 17945 504487 8 3793698806 44644 0.000000 0.000000
0.812988 60.0 27384 16971 499364 14 3793698872 44355 0.000000 0.000000
0.889893 60.0 27917 16359 506212 9 3793698938 44276 0.000000 0.000000
0.988769 60.0 27537 16580 506133 8 3793699005 44117 0.000000 0.000000
1.076660 60.0 26705 17871 510128 11 3793699071 44576 0.000000 0.000000
1.164551 60.0 25204 19418 510140 13 3793699137 44622 0.000000 0.000000
1.252441 60.0 22650 21984 508221 10 3793699203 44634 0.000000 0.000000
1.329346 60.0 20829 24329 509663 15 3793699269 45158 0.000000 0.000000
1.406250 60.0 17257 27454 505930 17 3793699335 44711 0.000000 0.000000
1.505127 60.0 14569 30547 500508 9 3793699401 45116 0.000000 0.000000
1.593018 60.0 11688 33358 491965 16 3793699468 45046 0.000000 0.000000
1.669922 60.0 9527 36255 501675 13 3793699534 45782 0.000000 0.000000
1.757812 60.0 7302 38247 493200 12 3793699600 45549 0.000000 0.000000
