# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.000 22 71 120.000
1.000 3600.000 42 152 120.000
2.000 3600.000 35 153 120.000
3.000 3600.000 33 131 120.000
4.000 3600.000 40 132 120.000
5.000 3600.000 41 100 120.000
6.000 3600.000 43 102 120.000
7.000 3600.000 42 70 120.000
8.000 3600.000 50 70 120.000
9.000 3600.000 45 66 120.000
10.000 3600.000 40 85 120.000
11.000 3600.000 36 88 120.000
12.000 3600.000 50 99 120.000
13.000 3600.000 41 124 120.000
14.000 3600.000 46 132 120.000
15.000 3600.000 46 134 120.000
16.000 3600.000 41 152 120.000
17.000 3600.000 28 143 120.000
18.000 3600.000 47 160 120.000
19.000 3600.000 34 160 120.000
20.000 3600.000 35 173 120.000
21.000 3600.000 45 135 120.000
22.000 3600.000 43 114 120.000
23.000 3600.000 29 100 120.000
24.000 3600.000 47 89 120.000
25.000 3600.000 55 60 120.000
26.000 3600.000 52 66 120.000
27.000 3600.000 45 76 120.000
28.000 3600.000 48 70 120.000
29.000 3600.000 49 88 120.000
30.000 3600.000 39 100 120.000
31.000 3600.000 47 100 120.000
32.000 3600.000 38 155 120.000
33.000 3600.000 37 153 120.000
34.000 3600.000 46 173 120.000
35.000 3600.000 35 166 120.000
36.000 3600.000 34 171 120.000
37.000 3600.000 38 151 120.000
38.000 3600.000 39 133 120.000
39.000 3600.000 37 136 120.000
40.000 3600.000 36 117 120.000
41.000 3600.000 31 85 120.000
42.000 3600.000 38 82 120.000
43.000 3600.000 37 62 120.000
44.000 3600.000 53 73 120.000
45.000 3600.000 44 57 120.000
46.000 3600.000 41 78 120.000
47.000 3600.000 35 89 120.000
48.000 3600.000 42 111 120.000
49.000 3600.000 32 120 120.000
50.000 3600.000 49 125 120.000
51.000 3600.000 51 138 120.000
52.000 3600.000 34 150 120.000
53.000 3600.000 39 195 120.000
54.000 3600.000 40 164 120.000
55.000 3600.000 39 155 120.000
56.000 3600.000 43 158 120.000
57.000 3600.000 40 145 120.000
58.000 3600.000 31 116 120.000
59.000 3600.000 33 92 120.000
60.000 3600.000 37 66 120.000
61.000 3600.000 45 67 120.000
62.000 3600.000 49 58 120.000
63.000 3600.000 42 70 120.000
64.000 3600.000 36 80 120.000
65.000 3600.000 44 99 120.000
66.000 3600.000 29 99 120.000
67.000 3600.000 42 122 120.000
68.000 3600.000 32 137 120.000
69.000 3600.000 46 147 120.000
70.000 3600.000 31 169 120.000
71.000 3600.000 40 152 120.000
72.000 3600.000 47 153 120.000
73.000 3600.000 40 127 120.000
74.000 3600.000 51 135 120.000
75.000 3600.000 40 126 120.000
76.000 3600.000 48 106 120.000
77.000 3600.000 49 90 120.000
78.000 3600.000 43 74 120.000
79.000 3600.000 42 64 120.000
80.000 3600.000 49 50 120.000
81.000 3600.000 42 72 120.000
82.000 3600.000 29 76 120.000
83.000 3600.000 35 69 120.000
84.000 3600.000 43 113 120.000
85.000 3600.000 33 112 120.000
86.000 3600.000 36 127 120.000
87.000 3600.000 44 156 120.000
88.000 3600.000 36 172 120.000
89.000 3600.000 48 166 120.000
90.000 3600.000 42 160 120.000
91.000 3600.000 34 172 120.000
92.000 3600.000 50 126 120.000
93.000 3600.000 41 108 120.000
94.000 3600.000 47 117 120.000
95.000 3600.000 45 101 120.000
96.000 3600.000 51 80 120.000
97.000 3600.000 53 51 120.000
98.000 3600.000 42 47 120.000
99.000 3600.000 46 80 120.000
100.000 3600.000 44 77 120.000
101.000 3600.000 48 77 120.000
102.000 3600.000 45 110 120.000
103.000 3600.000 35 113 120.000
104.000 3600.000 40 158 120.000
105.000 3600.000 43 158 120.000
106.000 3600.000 50 161 120.000
107.000 3600.000 24 156 120.000
108.000 3600.000 36 162 120.000
109.000 3600.000 44 154 120.000
110.000 3600.000 52 134 120.000
111.000 3600.000 34 125 120.000
112.000 3600.000 47 123 120.000
113.000 3600.000 44 74 120.000
114.000 3600.000 34 87 120.000
115.000 3600.000 47 66 120.000
116.000 3600.000 40 68 120.000
117.000 3600.000 45 68 120.000
118.000 3600.000 43 70 120.000
119.000 3600.000 33 87 120.000
120.000 3600.000 47 102 120.000
121.000 3600.000 41 107 120.000
122.000 3600.000 46 152 120.000
123.000 3600.000 48 158 120.000
124.000 3600.000 43 136 120.000
125.000 3600.000 29 146 120.000
126.000 3600.000 40 156 120.000
127.000 3600.000 33 154 120.000
128.000 3600.000 49 149 120.000
129.000 3600.000 42 129 120.000
130.000 3600.000 50 129 120.000
131.000 3600.000 39 104 120.000
132.000 3600.000 49 81 120.000
133.000 3600.000 39 58 120.000
134.000 3600.000 45 74 120.000
135.000 3600.000 41 74 120.000
136.000 3600.000 43 67 120.000
137.000 3600.000 43 88 120.000
138.000 3600.000 39 111 120.000
139.000 3600.000 32 118 120.000
140.000 3600.000 44 139 120.000
141.000 3600.000 22 157 120.000
142.000 3600.000 32 148 120.000
143.000 3600.000 41 166 120.000
144.000 3600.000 38 152 120.000
145.000 3600.000 31 172 120.000
146.000 3600.000 33 154 120.000
147.000 3600.000 37 123 120.000
148.000 3600.000 47 138 120.000
149.000 3600.000 45 93 120.000
150.000 3600.000 34 93 120.000
151.000 3600.000 52 65 120.000
152.000 3600.000 37 72 120.000
153.000 3600.000 38 61 120.000
154.000 3600.000 38 92 120.000
155.000 3600.000 47 92 120.000
156.000 3600.000 46 99 120.000
157.000 3600.000 26 120 120.000
158.000 3600.000 33 125 120.000
159.000 3600.000 24 125 120.000
160.000 3600.000 43 163 120.000
161.000 3600.000 25 155 120.000
162.000 3600.000 36 154 120.000
163.000 3600.000 30 160 120.000
164.000 3600.000 40 169 120.000
165.000 3600.000 45 128 120.000
166.000 3600.000 50 130 120.000
167.000 3600.000 30 84 120.000
168.000 3600.000 53 84 120.000
169.000 3600.000 40 73 120.000
