# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.010 28 108 0.000
1.000 3600.010 50 188 0.000
2.000 3600.010 68 165 0.000
3.000 3600.010 54 140 0.000
4.000 3600.010 76 130 0.000
5.000 3600.010 62 99 0.000
6.000 3600.010 59 101 0.000
7.000 3600.010 60 108 0.000
8.000 3600.010 78 105 0.000
9.000 3600.010 55 117 0.000
10.000 3600.010 55 141 0.000
11.000 3600.010 53 188 0.000
12.000 3600.010 56 209 0.000
13.000 3600.010 55 246 0.000
14.000 3600.010 61 267 0.000
15.000 3600.010 57 225 0.000
16.000 3600.010 57 280 0.000
17.000 3600.010 60 227 0.000
18.000 3600.010 52 210 0.000
19.000 3600.010 56 185 0.000
20.000 3600.010 61 175 0.000
21.000 3600.010 62 116 0.000
22.000 3600.010 60 83 0.000
23.000 3600.010 57 89 0.000
24.000 3600.010 55 92 0.000
25.000 3600.010 63 77 0.000
26.000 3600.010 63 101 0.000
27.000 3600.010 57 136 0.000
28.000 3600.010 64 156 0.000
29.000 3600.010 56 182 0.000
30.000 3600.010 52 202 0.000
31.000 3600.010 53 243 0.000
32.000 3600.010 68 274 0.000
33.000 3600.010 74 238 0.000
34.000 3600.010 64 280 0.000
35.000 3600.010 62 243 0.000
36.000 3600.010 51 211 0.000
37.000 3600.010 54 176 0.000
38.000 3600.010 61 172 0.000
39.000 3600.010 56 108 0.000
40.000 3600.010 56 97 0.000
41.000 3600.010 69 72 0.000
42.000 3600.010 50 83 0.000
43.000 3600.010 68 92 0.000
44.000 3600.010 50 112 0.000
45.000 3600.010 67 131 0.000
46.000 3600.010 69 147 0.000
47.000 3600.010 59 197 0.000
48.000 3600.010 60 204 0.000
49.000 3600.010 57 207 0.000
50.000 3600.010 51 255 0.000
51.000 3600.010 50 259 0.000
52.000 3600.010 54 260 0.000
53.000 3600.010 51 249 0.000
54.000 3600.010 68 229 0.000
55.000 3600.010 64 182 0.000
56.000 3600.010 60 133 0.000
57.000 3600.010 62 140 0.000
58.000 3600.010 76 106 0.000
59.000 3600.010 79 93 0.000
60.000 3600.010 61 113 0.000
61.000 3600.010 65 69 0.000
62.000 3600.010 69 100 0.000
63.000 3600.010 69 146 0.000
64.000 3600.010 72 159 0.000
65.000 3600.010 55 174 0.000
66.000 3600.010 65 232 0.000
67.000 3600.010 85 247 0.000
68.000 3600.010 61 260 0.000
69.000 3600.010 68 275 0.000
70.000 3600.010 66 255 0.000
71.000 3600.010 59 252 0.000
72.000 3600.010 69 224 0.000
73.000 3600.010 73 182 0.000
74.000 3600.010 63 133 0.000
75.000 3600.010 67 128 0.000
76.000 3600.010 85 101 0.000
77.000 3600.010 57 90 0.000
78.000 3600.010 67 102 0.000
79.000 3600.010 63 80 0.000
80.000 3600.010 66 107 0.000
81.000 3600.010 57 129 0.000
82.000 3600.010 74 152 0.000
83.000 3600.010 56 165 0.000
84.000 3600.010 57 212 0.000
85.000 3600.010 55 212 0.000
86.000 3600.010 62 238 0.000
87.000 3600.010 61 261 0.000
88.000 3600.010 44 231 0.000
89.000 3600.010 60 242 0.000
90.000 3600.010 59 220 0.000
91.000 3600.010 71 174 0.000
92.000 3600.010 70 156 0.000
93.000 3600.010 74 121 0.000
94.000 3600.010 65 102 0.000
95.000 3600.010 58 88 0.000
96.000 3600.010 62 88 0.000
97.000 3600.010 57 81 0.000
98.000 3600.010 71 115 0.000
99.000 3600.010 47 109 0.000
100.000 3600.010 56 149 0.000
101.000 3600.010 54 165 0.000
102.000 3600.010 59 229 0.000
103.000 3600.010 56 239 0.000
104.000 3600.010 47 200 0.000
105.000 3600.010 54 240 0.000
106.000 3600.010 53 255 0.000
107.000 3600.010 49 224 0.000
108.000 3600.010 46 231 0.000
109.000 3600.010 60 165 0.000
110.000 3600.010 51 128 0.000
111.000 3600.010 66 116 0.000
112.000 3600.010 51 98 0.000
113.000 3600.010 63 104 0.000
114.000 3600.010 75 94 0.000
115.000 3600.010 53 101 0.000
116.000 3600.010 68 114 0.000
117.000 3600.010 52 149 0.000
118.000 3600.010 52 162 0.000
119.000 3600.010 66 177 0.000
120.000 3600.010 55 234 0.000
121.000 3600.010 40 226 0.000
122.000 3600.010 51 251 0.000
123.000 3600.010 50 242 0.000
124.000 3600.010 64 285 0.000
125.000 3600.010 64 232 0.000
126.000 3600.010 63 231 0.000
127.000 3600.010 58 185 0.000
128.000 3600.010 61 153 0.000
129.000 3600.010 73 109 0.000
130.000 3600.010 82 107 0.000
131.000 3600.010 73 89 0.000
132.000 3600.010 59 96 0.000
133.000 3600.010 60 97 0.000
134.000 3600.010 62 129 0.000
135.000 3600.010 49 122 0.000
136.000 3600.010 62 146 0.000
137.000 3600.010 53 168 0.000
138.000 3600.010 47 230 0.000
139.000 3600.010 54 237 0.000
140.000 3600.010 52 259 0.000
141.000 3600.010 65 267 0.000
142.000 3600.010 49 260 0.000
143.000 3600.010 60 247 0.000
144.000 3600.010 73 230 0.000
145.000 3600.010 54 190 0.000
146.000 3600.010 80 133 0.000
147.000 3600.010 63 137 0.000
148.000 3600.010 62 118 0.000
149.000 3600.010 73 83 0.000
150.000 3600.010 60 89 0.000
151.000 3600.010 52 93 0.000
152.000 3600.010 66 82 0.000
153.000 3600.010 59 111 0.000
154.000 3600.010 54 194 0.000
155.000 3600.010 63 177 0.000
156.000 3600.010 77 215 0.000
157.000 3600.010 59 220 0.000
158.000 3600.010 63 263 0.000
159.000 3600.010 58 230 0.000
160.000 3600.010 60 264 0.000
161.000 3600.010 65 226 0.000
162.000 3600.010 48 218 0.000
163.000 3600.010 56 196 0.000
164.000 3600.010 83 172 0.000
165.000 3600.010 55 151 0.000
166.000 3600.010 62 112 0.000
167.000 3600.010 59 98 0.000
168.000 3600.010 77 98 0.000
169.000 3600.010 67 96 0.000
170.000 3600.010 77 102 0.000
171.000 3600.010 61 152 0.000
172.000 3600.010 47 149 0.000
173.000 3600.010 53 181 0.000
174.000 3600.010 49 218 0.000
175.000 3600.010 48 243 0.000
176.000 3600.010 58 256 0.000
177.000 3600.010 43 264 0.000
178.000 3600.010 57 259 0.000
179.000 3600.010 47 217 0.000
180.000 3600.010 71 197 0.000
181.000 3600.010 66 187 0.000
182.000 3600.010 60 171 0.000
183.000 3600.010 63 131 0.000
184.000 3600.010 67 118 0.000
185.000 3600.010 55 93 0.000
186.000 3600.010 66 91 0.000
187.000 3600.010 59 97 0.000
188.000 3600.010 60 115 0.000
189.000 3600.010 64 99 0.000
190.000 3600.010 46 156 0.000
191.000 3600.010 53 170 0.000
192.000 3600.010 50 210 0.000
193.000 3600.010 44 223 0.000
194.000 3600.010 55 290 0.000
195.000 3600.010 53 233 0.000
196.000 3600.010 55 249 0.000
197.000 3600.010 52 248 0.000
198.000 3600.010 53 207 0.000
199.000 3600.010 52 182 0.000
200.000 3600.010 48 155 0.000
201.000 3600.010 78 128 0.000
202.000 3600.010 73 122 0.000
203.000 3600.010 59 97 0.000
204.000 3600.010 66 77 0.000
205.000 3600.010 58 79 0.000
206.000 3600.010 59 99 0.000
207.000 3600.010 67 119 0.000
208.000 3600.010 58 148 0.000
209.000 3600.010 51 198 0.000
210.000 3600.010 59 220 0.000
211.000 3600.010 60 211 0.000
212.000 3600.010 58 262 0.000
213.000 3600.010 45 257 0.000
214.000 3600.010 64 252 0.000
215.000 3600.010 58 224 0.000
216.000 3600.010 63 232 0.000
217.000 3600.010 72 161 0.000
218.000 3600.010 59 148 0.000
219.000 3600.010 63 122 0.000
220.000 3600.010 79 110 0.000
221.000 3600.010 75 93 0.000
222.000 3600.010 57 98 0.000
223.000 3600.010 57 101 0.000
224.000 3600.010 58 100 0.000
225.000 3600.010 54 127 0.000
226.000 3600.010 59 154 0.000
227.000 3600.010 55 161 0.000
228.000 3600.010 48 239 0.000
229.000 3600.010 51 212 0.000
230.000 3600.010 48 268 0.000
231.000 3600.010 40 254 0.000
232.000 3600.010 70 255 0.000
233.000 3600.010 53 242 0.000
234.000 3600.010 57 248 0.000
235.000 3600.010 58 183 0.000
236.000 3600.010 65 158 0.000
237.000 3600.010 60 126 0.000
238.000 3600.010 77 99 0.000
239.000 3600.010 73 91 0.000
240.000 3600.010 69 100 0.000
241.000 3600.010 59 77 0.000
242.000 3600.010 62 84 0.000
243.000 3600.010 78 99 0.000
244.000 3600.010 68 168 0.000
245.000 3600.010 55 176 0.000
246.000 3600.010 57 203 0.000
247.000 3600.010 45 234 0.000
248.000 3600.010 53 243 0.000
249.000 3600.010 42 260 0.000
250.000 3600.010 50 285 0.000
251.000 3600.010 68 236 0.000
252.000 3600.010 61 232 0.000
253.000 3600.010 69 205 0.000
254.000 3600.010 68 160 0.000
255.000 3600.010 68 150 0.000
256.000 3600.010 67 99 0.000
257.000 3600.010 70 117 0.000
258.000 3600.010 50 106 0.000
259.000 3600.010 52 90 0.000
260.000 3600.010 72 112 0.000
261.000 3600.010 60 130 0.000
262.000 3600.010 51 177 0.000
263.000 3600.010 53 197 0.000
264.000 3600.010 54 209 0.000
265.000 3600.010 48 233 0.000
266.000 3600.010 50 240 0.000
267.000 3600.010 67 211 0.000
268.000 3600.010 60 255 0.000
269.000 3600.010 57 242 0.000
270.000 3600.010 60 248 0.000
271.000 3600.010 48 171 0.000
272.000 3600.010 74 157 0.000
273.000 3600.010 77 138 0.000
274.000 3600.010 60 113 0.000
275.000 3600.010 61 121 0.000
276.000 3600.010 70 127 0.000
277.000 3600.010 73 131 0.000
278.000 3600.010 59 168 0.000
279.000 3600.010 70 174 0.000
280.000 3600.010 64 195 0.000
281.000 3600.010 50 212 0.000
282.000 3600.010 56 237 0.000
283.000 3600.010 55 239 0.000
284.000 3600.010 59 253 0.000
285.000 3600.010 59 233 0.000
286.000 3600.010 59 218 0.000
287.000 3600.010 54 183 0.000
288.000 3600.010 70 162 0.000
289.000 3600.010 63 140 0.000
290.000 3600.010 66 137 0.000
291.000 3600.010 65 111 0.000
292.000 3600.010 65 122 0.000
293.000 3600.010 66 109 0.000
294.000 3600.010 67 126 0.000
295.000 3600.010 61 134 0.000
296.000 3600.010 54 176 0.000
297.000 3600.010 67 180 0.000
298.000 3600.010 58 212 0.000
299.000 3600.010 59 239 0.000
300.000 3600.010 53 257 0.000
301.000 3600.010 57 241 0.000
302.000 3600.010 51 272 0.000
303.000 3600.010 46 239 0.000
304.000 3600.010 35 132 0.000
