# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.020 5 53 -160.000
1.000 3600.020 20 63 -160.000
2.000 3600.020 17 82 -160.000
3.000 3600.020 21 75 -160.000
4.000 3600.020 16 79 -160.000
5.000 3600.020 19 62 -160.000
6.000 3600.020 19 53 -160.000
7.000 3600.020 22 60 -160.000
8.000 3600.020 22 38 -160.000
9.000 3600.020 26 31 -160.000
10.000 3600.020 26 47 -160.000
11.000 3600.020 26 39 -160.000
12.000 3600.020 33 39 -160.000
13.000 3600.020 28 42 -160.000
14.000 3600.020 23 39 -160.000
15.000 3600.020 22 60 -160.000
16.000 3600.020 26 61 -160.000
17.000 3600.020 19 67 -160.000
18.000 3600.020 23 72 -160.000
19.000 3600.020 30 77 -160.000
20.000 3600.020 15 75 -160.000
21.000 3600.020 13 79 -160.000
22.000 3600.020 20 74 -160.000
23.000 3600.020 11 67 -160.000
24.000 3600.020 29 63 -160.000
25.000 3600.020 15 51 -160.000
26.000 3600.020 22 43 -160.000
27.000 3600.020 21 50 -160.000
28.000 3600.020 21 56 -160.000
29.000 3600.020 18 39 -160.000
30.000 3600.020 22 40 -160.000
31.000 3600.020 20 29 -160.000
32.000 3600.020 24 56 -160.000
33.000 3600.020 17 58 -160.000
34.000 3600.020 17 51 -160.000
35.000 3600.020 25 72 -160.000
36.000 3600.020 22 71 -160.000
37.000 3600.020 20 83 -160.000
38.000 3600.020 21 94 -160.000
39.000 3600.020 23 82 -160.000
40.000 3600.020 22 73 -160.000
41.000 3600.020 21 71 -160.000
42.000 3600.020 14 59 -160.000
43.000 3600.020 24 57 -160.000
44.000 3600.020 23 52 -160.000
45.000 3600.020 20 43 -160.000
46.000 3600.020 23 45 -160.000
47.000 3600.020 26 41 -160.000
48.000 3600.020 22 46 -160.000
49.000 3600.020 16 39 -160.000
50.000 3600.020 17 52 -160.000
51.000 3600.020 19 55 -160.000
52.000 3600.020 29 73 -160.000
53.000 3600.020 22 68 -160.000
54.000 3600.020 23 82 -160.000
55.000 3600.020 17 88 -160.000
56.000 3600.020 18 93 -160.000
57.000 3600.020 24 75 -160.000
58.000 3600.020 23 69 -160.000
59.000 3600.020 17 48 -160.000
60.000 3600.020 15 55 -160.000
61.000 3600.020 20 55 -160.000
62.000 3600.020 22 46 -160.000
63.000 3600.020 22 41 -160.000
64.000 3600.020 26 50 -160.000
65.000 3600.020 24 41 -160.000
66.000 3600.020 20 47 -160.000
67.000 3600.020 16 39 -160.000
68.000 3600.020 22 48 -160.000
69.000 3600.020 23 57 -160.000
70.000 3600.020 23 69 -160.000
71.000 3600.020 23 66 -160.000
72.000 3600.020 19 83 -160.000
73.000 3600.020 18 84 -160.000
74.000 3600.020 20 80 -160.000
75.000 3600.020 14 90 -160.000
76.000 3600.020 18 83 -160.000
77.000 3600.020 21 60 -160.000
78.000 3600.020 28 51 -160.000
79.000 3600.020 20 58 -160.000
80.000 3600.020 15 36 -160.000
81.000 3600.020 15 31 -160.000
82.000 3600.020 23 39 -160.000
83.000 3600.020 18 30 -160.000
84.000 3600.020 13 56 -160.000
85.000 3600.020 15 57 -160.000
86.000 3600.020 16 58 -160.000
87.000 3600.020 21 53 -160.000
88.000 3600.020 19 67 -160.000
89.000 3600.020 19 73 -160.000
90.000 3600.020 15 69 -160.000
91.000 3600.020 19 85 -160.000
92.000 3600.020 16 84 -160.000
93.000 3600.020 19 78 -160.000
94.000 3600.020 29 66 -160.000
95.000 3600.020 17 77 -160.000
96.000 3600.020 21 60 -160.000
97.000 3600.020 20 56 -160.000
98.000 3600.020 21 58 -160.000
99.000 3600.020 22 47 -160.000
100.000 3600.020 29 40 -160.000
101.000 3600.020 21 34 -160.000
102.000 3600.020 20 45 -160.000
103.000 3600.020 20 45 -160.000
104.000 3600.020 32 47 -160.000
105.000 3600.020 27 50 -160.000
106.000 3600.020 21 60 -160.000
107.000 3600.020 15 77 -160.000
108.000 3600.020 23 67 -160.000
109.000 3600.020 22 69 -160.000
110.000 3600.020 23 80 -160.000
111.000 3600.020 19 65 -160.000
112.000 3600.020 12 59 -160.000
113.000 3600.020 26 76 -160.000
114.000 3600.020 20 64 -160.000
115.000 3600.020 24 60 -160.000
116.000 3600.020 22 47 -160.000
