# Coil O-Beam err ps_pos
-1.7500000 141.4517695 15.2315462 108.8999020
-1.5000000 73.2164699 13.0766968 108.8999020
-1.2500000 56.6308047 16.5227116 108.8999020
-1.0000000 20.1271277 20.2484567 108.8999020
-0.7500000 37.2720868 23.9374184 108.8999020
-0.5000000 44.4749421 25.0798724 108.8999020
-0.2500000 220.9571995 27.0924344 108.8999020
0.0000000 194.7019985 23.4520788 108.8999020
0.2500000 221.6420003 20.1990099 108.8999020
0.5000000 153.3823112 15.4919334 108.8999020
0.7500000 74.4586741 13.3416641 108.8999020
1.0000000 27.9246820 16.0312195 108.8999020
1.2500000 24.5192470 20.6881609 108.8999020
1.5000000 19.2381444 23.7276210 108.8999020
1.7500000 100.8381174 26.1533937 108.8999020
