# Coil O-Beam err ps_pos
-1.7500000 92.6785407 15.2315462 110.3251950
-1.5000000 45.9935281 13.3041347 110.3251950
-1.2500000 221.5637285 22.7376340 110.3251950
-1.0000000 624.6377278 34.3365694 110.3251950
-0.7500000 1048.4328107 42.8135493 110.3251950
-0.5000000 1248.4985192 46.0977223 110.3251950
-0.2500000 1121.5843948 43.6806593 110.3251950
0.0000000 807.8205171 36.9459064 110.3251950
0.2500000 430.1183727 26.9814751 110.3251950
0.5000000 114.0837192 15.6843871 110.3251950
0.7500000 31.7372369 13.0384048 110.3251950
1.0000000 203.0990797 22.7376340 110.3251950
1.2500000 698.7516484 35.6931366 110.3251950
1.5000000 1144.0645343 44.0681291 110.3251950
1.7500000 1271.0097195 46.3357314 110.3251950
