# Coil O-Beam err ps_pos
-1.7500000 131.3686219 15.2315462 109.6503910
-1.5000000 70.9031087 13.0000000 109.6503910
-1.2500000 18.5724860 15.4272486 109.6503910
-1.0000000 131.1153734 23.1948270 109.6503910
-0.7500000 216.7385573 28.0713377 109.6503910
-0.5000000 343.6654099 31.2729915 109.6503910
-0.2500000 399.9110782 31.0805405 109.6503910
0.0000000 412.9989243 28.4956137 109.6503910
0.2500000 253.4154555 21.5870331 109.6503910
0.5000000 119.4490756 14.6628783 109.6503910
0.7500000 37.4060156 11.8743421 109.6503910
1.0000000 83.1137938 17.7763888 109.6503910
1.2500000 140.0997828 23.7065392 109.6503910
1.5000000 273.3116631 29.2232784 109.6503910
1.7500000 325.3132672 30.9677251 109.6503910
