# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-2.098389 20.0 1639 5565 8 3039 3794658992 7204 0.000000 0.000000
-1.889648 20.0 1233 6779 6 2310 3794659019 8012 0.000000 0.000000
-1.680908 20.0 872 8102 2 1545 3794659045 8974 0.000000 0.000000
-1.472168 20.0 446 9071 3 770 3794659071 9517 0.000000 0.000000
-1.274414 20.0 401 9561 2 685 3794659097 9962 0.000000 0.000000
-1.054688 20.0 814 8032 1 1563 3794659123 8846 0.000000 0.000000
-0.834961 20.0 1300 6601 4 2430 3794659149 7901 0.000000 0.000000
-0.637207 20.0 1803 4995 7 3359 3794659176 6798 0.000000 0.000000
-0.417480 20.0 2035 4617 5 3766 3794659202 6652 0.000000 0.000000
-0.208740 20.0 1949 4701 4 3758 3794659228 6650 0.000000 0.000000
-0.010986 20.0 1664 5772 3 2909 3794659254 7436 0.000000 0.000000
0.197754 20.0 1190 7152 2 2090 3794659280 8342 0.000000 0.000000
0.417480 20.0 664 8550 4 1185 3794659306 9214 0.000000 0.000000
0.626221 20.0 556 8897 3 1015 3794659333 9453 0.000000 0.000000
0.834961 20.0 584 8626 4 1110 3794659359 9210 0.000000 0.000000
1.043701 20.0 1024 7329 3 1886 3794659385 8353 0.000000 0.000000
1.252441 20.0 1304 6424 3 2559 3794659412 7728 0.000000 0.000000
1.472168 20.0 1788 5082 3 3419 3794659438 6870 0.000000 0.000000
1.680908 20.0 2030 4178 2 3935 3794659464 6208 0.000000 0.000000
1.889648 20.0 1798 4973 5 3486 3794659490 6771 0.000000 0.000000
2.087402 20.0 1528 5943 5 2893 3794659516 7471 0.000000 0.000000
2.307129 20.0 1140 7201 4 1982 3794659543 8341 0.000000 0.000000
