# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-2.010498 15.0 407 8126 97156 990 3782379834 8533 0.000000 0.000000
-1.801758 15.0 266 8860 97389 481 3782379855 9126 0.000000 0.000000
-1.614990 15.0 331 8196 97998 641 3782379876 8527 0.000000 0.000000
-1.406250 15.0 598 7353 97460 1321 3782379897 7951 0.000000 0.000000
-1.208496 15.0 931 5778 97540 2238 3782379919 6709 0.000000 0.000000
-1.010742 15.0 1218 4411 97391 3128 3782379940 5629 0.000000 0.000000
-0.791016 15.0 1331 3706 97743 3558 3782379961 5037 0.000000 0.000000
-0.615234 15.0 1245 3986 97417 3536 3782379982 5231 0.000000 0.000000
-0.406494 15.0 1087 4918 97475 2980 3782380004 6005 0.000000 0.000000
-0.208740 15.0 732 6445 97362 2056 3782380025 7177 0.000000 0.000000
0.000000 15.0 456 7538 96862 1143 3782380046 7994 0.000000 0.000000
0.186768 15.0 276 8573 97552 620 3782380067 8849 0.000000 0.000000
0.406494 15.0 367 8229 97278 812 3782380088 8596 0.000000 0.000000
0.604248 15.0 496 7725 97398 1105 3782380110 8221 0.000000 0.000000
0.791016 15.0 828 6129 97451 2037 3782380131 6957 0.000000 0.000000
0.999756 15.0 1157 4856 97482 2867 3782380152 6013 0.000000 0.000000
1.197510 15.0 1307 4037 97178 3522 3782380173 5344 0.000000 0.000000
1.384277 15.0 1321 3832 96911 3651 3782380195 5153 0.000000 0.000000
1.604004 15.0 1178 4480 97539 3300 3782380216 5658 0.000000 0.000000
1.790771 15.0 901 5790 97295 2428 3782380237 6691 0.000000 0.000000
1.988525 15.0 602 6911 97392 1525 3782380258 7513 0.000000 0.000000
