# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 40.0 232 5592 248626 6747 3770690454 5824 0.0000000 0.0000000 1.5161130
-0.0929340 40.0 159 5641 247672 6838 3770690542 5800 0.0000000 0.0000000 1.5161130
-0.0858680 40.0 126 5624 247802 6757 3770690630 5750 0.0000000 0.0000000 1.5161130
-0.0788020 40.0 117 5682 248753 6869 3770690717 5799 0.0000000 0.0000000 1.5161130
-0.0717360 40.0 109 5531 248550 6781 3770690805 5640 0.0000000 0.0000000 1.5161130
-0.0646700 40.0 135 5555 248662 6945 3770690892 5690 0.0000000 0.0000000 1.5161130
-0.0576040 40.0 160 5636 248141 6822 3770690980 5796 0.0000000 0.0000000 1.5161130
-0.0505380 40.0 203 5468 248356 6897 3770691067 5671 0.0000000 0.0000000 1.5161130
-0.0434720 40.0 247 5532 248270 6809 3770691155 5779 0.0000000 0.0000000 1.5161130
-0.0364060 40.0 346 5552 248501 6830 3770691242 5898 0.0000000 0.0000000 1.5161130
-0.0293400 40.0 366 5558 247916 6950 3770691330 5924 0.0000000 0.0000000 1.5161130
-0.0222740 40.0 437 5571 248191 6997 3770691417 6008 0.0000000 0.0000000 1.5161130
-0.0152080 40.0 451 5617 248124 6814 3770691505 6068 0.0000000 0.0000000 1.5161130
-0.0081420 40.0 479 5542 247882 6940 3770691592 6021 0.0000000 0.0000000 1.5161130
-0.0010760 40.0 459 5692 247476 6831 3770691680 6151 0.0000000 0.0000000 1.5161130
0.0059900 40.0 471 5557 248669 6882 3770691768 6028 0.0000000 0.0000000 1.5161130
0.0130560 40.0 403 5512 248456 6711 3770691855 5915 0.0000000 0.0000000 1.5161130
0.0201220 40.0 385 5583 248378 6922 3770691943 5968 0.0000000 0.0000000 1.5161130
0.0271880 40.0 295 5492 248081 6735 3770692030 5787 0.0000000 0.0000000 1.5161130
0.0342540 40.0 187 5518 248286 6859 3770692118 5705 0.0000000 0.0000000 1.5161130
0.0413200 40.0 164 5613 248442 6666 3770692205 5777 0.0000000 0.0000000 1.5161130
0.0483860 40.0 121 5594 248097 6793 3770692293 5715 0.0000000 0.0000000 1.5161130
0.0554520 40.0 110 5604 248149 6714 3770692380 5714 0.0000000 0.0000000 1.5161130
0.0625180 40.0 119 5582 248858 6773 3770692468 5701 0.0000000 0.0000000 1.5161130
0.0695840 40.0 124 5531 248780 6860 3770692555 5655 0.0000000 0.0000000 1.5161130
0.0766500 40.0 166 5587 248974 6853 3770692643 5753 0.0000000 0.0000000 1.5161130
0.0837160 40.0 217 5499 248372 6702 3770692731 5716 0.0000000 0.0000000 1.5161130
0.0907820 40.0 283 5575 247774 6837 3770692818 5858 0.0000000 0.0000000 1.5161130
0.0978480 40.0 321 5479 247824 6814 3770692906 5800 0.0000000 0.0000000 1.5161130
0.1049140 40.0 424 5619 248050 6886 3770692993 6043 0.0000000 0.0000000 1.5161130
0.1119800 40.0 463 5663 247730 6875 3770693081 6126 0.0000000 0.0000000 1.5161130
