# BinNR microsec O-Beam AUX chi(deg)
0.000 3600 12 87 80.000
1.000 3600 29 144 80.000
2.000 3600 34 142 80.000
3.000 3600 31 108 80.000
4.000 3600 34 122 80.000
5.000 3600 29 115 80.000
6.000 3600 31 106 80.000
7.000 3600 29 114 80.000
8.000 3600 46 93 80.000
9.000 3600 44 91 80.000
10.000 3600 37 93 80.000
11.000 3600 38 109 80.000
12.000 3600 39 100 80.000
13.000 3600 39 109 80.000
14.000 3600 41 116 80.000
15.000 3600 47 138 80.000
16.000 3600 37 136 80.000
17.000 3600 41 139 80.000
18.000 3600 34 114 80.000
19.000 3600 39 129 80.000
20.000 3600 24 121 80.000
21.000 3600 34 117 80.000
22.000 3600 43 112 80.000
23.000 3600 32 93 80.000
24.000 3600 29 85 80.000
25.000 3600 42 98 80.000
26.000 3600 35 118 80.000
27.000 3600 35 92 80.000
28.000 3600 37 139 80.000
29.000 3600 25 124 80.000
30.000 3600 35 137 80.000
31.000 3600 38 131 80.000
32.000 3600 37 139 80.000
33.000 3600 31 132 80.000
34.000 3600 34 148 80.000
35.000 3600 41 140 80.000
36.000 3600 26 138 80.000
37.000 3600 23 107 80.000
38.000 3600 38 126 80.000
39.000 3600 35 130 80.000
40.000 3600 41 120 80.000
41.000 3600 40 89 80.000
42.000 3600 34 118 80.000
43.000 3600 28 96 80.000
44.000 3600 41 92 80.000
45.000 3600 41 114 80.000
46.000 3600 44 102 80.000
47.000 3600 36 116 80.000
48.000 3600 26 141 80.000
49.000 3600 40 135 80.000
50.000 3600 41 143 80.000
51.000 3600 29 134 80.000
52.000 3600 33 127 80.000
53.000 3600 34 106 80.000
54.000 3600 44 117 80.000
55.000 3600 31 115 80.000
56.000 3600 44 117 80.000
57.000 3600 43 103 80.000
58.000 3600 43 113 80.000
59.000 3600 39 110 80.000
60.000 3600 35 121 80.000
61.000 3600 43 120 80.000
62.000 3600 36 125 80.000
63.000 3600 37 129 80.000
64.000 3600 37 132 80.000
65.000 3600 34 127 80.000
66.000 3600 36 120 80.000
67.000 3600 39 125 80.000
68.000 3600 38 142 80.000
69.000 3600 41 130 80.000
70.000 3600 48 109 80.000
71.000 3600 24 122 80.000
72.000 3600 37 119 80.000
73.000 3600 45 108 80.000
74.000 3600 30 147 80.000
75.000 3600 37 125 80.000
76.000 3600 33 128 80.000
77.000 3600 48 118 80.000
78.000 3600 38 138 80.000
79.000 3600 34 113 80.000
80.000 3600 32 116 80.000
81.000 3600 43 122 80.000
82.000 3600 32 99 80.000
83.000 3600 46 120 80.000
84.000 3600 41 107 80.000
85.000 3600 42 110 80.000
86.000 3600 43 114 80.000
87.000 3600 35 101 80.000
88.000 3600 38 109 80.000
89.000 3600 40 103 80.000
90.000 3600 30 139 80.000
91.000 3600 29 135 80.000
92.000 3600 34 122 80.000
93.000 3600 31 117 80.000
94.000 3600 31 121 80.000
95.000 3600 33 120 80.000
96.000 3600 36 115 80.000
97.000 3600 29 121 80.000
98.000 3600 31 123 80.000
99.000 3600 35 100 80.000
100.000 3600 37 108 80.000
101.000 3600 39 87 80.000
102.000 3600 34 101 80.000
103.000 3600 40 105 80.000
104.000 3600 37 116 80.000
105.000 3600 40 130 80.000
106.000 3600 39 131 80.000
107.000 3600 32 104 80.000
108.000 3600 46 141 80.000
109.000 3600 33 145 80.000
110.000 3600 44 150 80.000
111.000 3600 31 136 80.000
112.000 3600 44 140 80.000
113.000 3600 41 135 80.000
114.000 3600 40 118 80.000
115.000 3600 35 119 80.000
116.000 3600 40 108 80.000
117.000 3600 36 82 80.000
118.000 3600 26 100 80.000
119.000 3600 25 81 80.000
120.000 3600 35 92 80.000
121.000 3600 38 97 80.000
122.000 3600 35 122 80.000
123.000 3600 34 132 80.000
124.000 3600 33 137 80.000
125.000 3600 38 128 80.000
126.000 3600 36 166 80.000
127.000 3600 36 150 80.000
128.000 3600 46 152 80.000
129.000 3600 33 147 80.000
130.000 3600 37 140 80.000
131.000 3600 29 126 80.000
132.000 3600 32 123 80.000
133.000 3600 29 100 80.000
134.000 3600 42 98 80.000
135.000 3600 35 91 80.000
136.000 3600 40 93 80.000
137.000 3600 28 95 80.000
138.000 3600 31 100 80.000
139.000 3600 30 123 80.000
140.000 3600 36 146 80.000
141.000 3600 40 151 80.000
142.000 3600 31 164 80.000
143.000 3600 33 168 80.000
144.000 3600 36 159 80.000
145.000 3600 33 134 80.000
146.000 3600 37 133 80.000
147.000 3600 24 141 80.000
148.000 3600 36 127 80.000
149.000 3600 32 99 80.000
150.000 3600 46 94 80.000
151.000 3600 39 97 80.000
152.000 3600 33 78 80.000
153.000 3600 46 83 80.000
154.000 3600 39 92 80.000
155.000 3600 29 101 80.000
156.000 3600 52 129 80.000
157.000 3600 34 139 80.000
158.000 3600 38 156 80.000
159.000 3600 32 132 80.000
160.000 3600 26 150 80.000
161.000 3600 38 171 80.000
162.000 3600 35 155 80.000
163.000 3600 43 129 80.000
164.000 3600 35 125 80.000
165.000 3600 35 110 80.000
166.000 3600 32 99 80.000
167.000 3600 40 93 80.000
168.000 3600 38 105 80.000
169.000 3600 49 88 80.000
170.000 3600 28 94 80.000
171.000 3600 40 96 80.000
172.000 3600 37 127 80.000
173.000 3600 34 107 80.000
174.000 3600 52 135 80.000
175.000 3600 36 144 80.000
176.000 3600 38 130 80.000
177.000 3600 29 147 80.000
178.000 3600 33 156 80.000
179.000 3600 27 123 80.000
180.000 3600 47 128 80.000
181.000 3600 36 120 80.000
182.000 3600 38 118 80.000
183.000 3600 50 99 80.000
184.000 3600 34 102 80.000
185.000 3600 32 112 80.000
186.000 3600 27 110 80.000
187.000 3600 29 89 80.000
188.000 3600 42 106 80.000
189.000 3600 45 114 80.000
190.000 3600 59 103 80.000
191.000 3600 41 112 80.000
192.000 3600 45 132 80.000
193.000 3600 31 124 80.000
194.000 3600 27 133 80.000
195.000 3600 34 125 80.000
196.000 3600 35 128 80.000
197.000 3600 32 121 80.000
198.000 3600 31 120 80.000
199.000 3600 42 114 80.000
200.000 3600 33 117 80.000
201.000 3600 47 119 80.000
202.000 3600 55 105 80.000
203.000 3600 41 114 80.000
204.000 3600 32 136 80.000
205.000 3600 45 115 80.000
206.000 3600 36 128 80.000
207.000 3600 47 102 80.000
208.000 3600 36 125 80.000
209.000 3600 37 131 80.000
210.000 3600 37 128 80.000
211.000 3600 33 121 80.000
212.000 3600 42 113 80.000
213.000 3600 33 136 80.000
214.000 3600 36 121 80.000
215.000 3600 40 104 80.000
216.000 3600 36 112 80.000
217.000 3600 37 123 80.000
218.000 3600 45 115 80.000
219.000 3600 34 129 80.000
220.000 3600 38 121 80.000
221.000 3600 43 137 80.000
222.000 3600 44 139 80.000
223.000 3600 34 125 80.000
224.000 3600 43 130 80.000
225.000 3600 31 92 80.000
226.000 3600 36 112 80.000
227.000 3600 34 110 80.000
228.000 3600 44 114 80.000
229.000 3600 41 101 80.000
230.000 3600 46 135 80.000
231.000 3600 47 108 80.000
232.000 3600 41 112 80.000
233.000 3600 30 102 80.000
234.000 3600 45 125 80.000
235.000 3600 35 136 80.000
236.000 3600 43 166 80.000
237.000 3600 29 133 80.000
238.000 3600 39 136 80.000
