# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.000 10 50 120.000
1.000 3600.000 18 68 120.000
2.000 3600.000 20 92 120.000
3.000 3600.000 22 80 120.000
4.000 3600.000 25 83 120.000
5.000 3600.000 23 71 120.000
6.000 3600.000 28 57 120.000
7.000 3600.000 16 53 120.000
8.000 3600.000 22 52 120.000
9.000 3600.000 16 50 120.000
10.000 3600.000 18 65 120.000
11.000 3600.000 19 65 120.000
12.000 3600.000 26 56 120.000
13.000 3600.000 25 65 120.000
14.000 3600.000 18 67 120.000
15.000 3600.000 22 81 120.000
16.000 3600.000 28 110 120.000
17.000 3600.000 22 73 120.000
18.000 3600.000 18 90 120.000
19.000 3600.000 25 75 120.000
20.000 3600.000 21 88 120.000
21.000 3600.000 24 63 120.000
22.000 3600.000 31 73 120.000
23.000 3600.000 17 51 120.000
24.000 3600.000 22 66 120.000
25.000 3600.000 23 50 120.000
26.000 3600.000 23 51 120.000
27.000 3600.000 15 52 120.000
28.000 3600.000 22 61 120.000
29.000 3600.000 15 69 120.000
30.000 3600.000 24 64 120.000
31.000 3600.000 19 75 120.000
32.000 3600.000 24 91 120.000
33.000 3600.000 25 69 120.000
34.000 3600.000 22 70 120.000
35.000 3600.000 20 90 120.000
36.000 3600.000 19 75 120.000
37.000 3600.000 22 69 120.000
38.000 3600.000 24 65 120.000
39.000 3600.000 27 63 120.000
40.000 3600.000 26 68 120.000
41.000 3600.000 23 54 120.000
42.000 3600.000 25 76 120.000
43.000 3600.000 13 61 120.000
44.000 3600.000 26 57 120.000
45.000 3600.000 18 64 120.000
46.000 3600.000 28 67 120.000
47.000 3600.000 25 62 120.000
48.000 3600.000 25 71 120.000
49.000 3600.000 18 66 120.000
50.000 3600.000 28 91 120.000
51.000 3600.000 21 73 120.000
52.000 3600.000 21 78 120.000
53.000 3600.000 13 69 120.000
54.000 3600.000 24 67 120.000
55.000 3600.000 19 70 120.000
56.000 3600.000 19 70 120.000
57.000 3600.000 21 62 120.000
58.000 3600.000 18 61 120.000
59.000 3600.000 22 68 120.000
60.000 3600.000 24 70 120.000
61.000 3600.000 24 53 120.000
62.000 3600.000 25 76 120.000
63.000 3600.000 24 71 120.000
64.000 3600.000 23 82 120.000
65.000 3600.000 21 72 120.000
66.000 3600.000 22 72 120.000
67.000 3600.000 19 61 120.000
68.000 3600.000 25 87 120.000
69.000 3600.000 24 52 120.000
70.000 3600.000 22 73 120.000
71.000 3600.000 23 77 120.000
72.000 3600.000 24 78 120.000
73.000 3600.000 21 75 120.000
74.000 3600.000 27 92 120.000
75.000 3600.000 25 80 120.000
76.000 3600.000 20 81 120.000
77.000 3600.000 19 77 120.000
78.000 3600.000 33 91 120.000
79.000 3600.000 29 92 120.000
80.000 3600.000 16 72 120.000
81.000 3600.000 17 73 120.000
82.000 3600.000 31 64 120.000
83.000 3600.000 31 62 120.000
84.000 3600.000 17 51 120.000
85.000 3600.000 18 67 120.000
86.000 3600.000 30 67 120.000
87.000 3600.000 25 49 120.000
88.000 3600.000 19 71 120.000
89.000 3600.000 21 71 120.000
90.000 3600.000 21 69 120.000
91.000 3600.000 23 86 120.000
92.000 3600.000 22 85 120.000
93.000 3600.000 27 97 120.000
94.000 3600.000 19 80 120.000
95.000 3600.000 20 95 120.000
96.000 3600.000 20 99 120.000
97.000 3600.000 22 75 120.000
98.000 3600.000 22 66 120.000
99.000 3600.000 17 58 120.000
100.000 3600.000 27 66 120.000
101.000 3600.000 30 43 120.000
102.000 3600.000 23 50 120.000
103.000 3600.000 19 50 120.000
104.000 3600.000 22 63 120.000
105.000 3600.000 19 75 120.000
106.000 3600.000 17 83 120.000
107.000 3600.000 22 95 120.000
108.000 3600.000 18 98 120.000
109.000 3600.000 29 96 120.000
110.000 3600.000 27 105 120.000
111.000 3600.000 14 83 120.000
112.000 3600.000 20 83 120.000
113.000 3600.000 16 62 120.000
114.000 3600.000 22 66 120.000
115.000 3600.000 15 72 120.000
116.000 3600.000 26 55 120.000
117.000 3600.000 26 50 120.000
118.000 3600.000 25 56 120.000
119.000 3600.000 31 43 120.000
120.000 3600.000 22 62 120.000
121.000 3600.000 22 54 120.000
122.000 3600.000 18 59 120.000
123.000 3600.000 20 58 120.000
124.000 3600.000 23 88 120.000
125.000 3600.000 17 81 120.000
126.000 3600.000 24 98 120.000
127.000 3600.000 27 98 120.000
128.000 3600.000 26 97 120.000
129.000 3600.000 13 76 120.000
130.000 3600.000 23 82 120.000
