# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.010 18 41 -120.000
1.000 3600.010 47 104 -120.000
2.000 3600.010 33 106 -120.000
3.000 3600.010 40 74 -120.000
4.000 3600.010 38 67 -120.000
5.000 3600.010 22 76 -120.000
6.000 3600.010 34 75 -120.000
7.000 3600.010 22 58 -120.000
8.000 3600.010 36 72 -120.000
9.000 3600.010 30 58 -120.000
10.000 3600.010 35 83 -120.000
11.000 3600.010 30 88 -120.000
12.000 3600.010 26 88 -120.000
13.000 3600.010 30 81 -120.000
14.000 3600.010 42 109 -120.000
15.000 3600.010 27 92 -120.000
16.000 3600.010 27 86 -120.000
17.000 3600.010 35 95 -120.000
18.000 3600.010 41 102 -120.000
19.000 3600.010 37 99 -120.000
20.000 3600.010 42 79 -120.000
21.000 3600.010 36 77 -120.000
22.000 3600.010 38 63 -120.000
23.000 3600.010 42 53 -120.000
24.000 3600.010 31 62 -120.000
25.000 3600.010 29 58 -120.000
26.000 3600.010 31 67 -120.000
27.000 3600.010 35 80 -120.000
28.000 3600.010 39 74 -120.000
29.000 3600.010 24 86 -120.000
30.000 3600.010 35 87 -120.000
31.000 3600.010 21 101 -120.000
32.000 3600.010 40 102 -120.000
33.000 3600.010 37 102 -120.000
34.000 3600.010 33 124 -120.000
35.000 3600.010 36 102 -120.000
36.000 3600.010 44 92 -120.000
37.000 3600.010 24 98 -120.000
38.000 3600.010 29 65 -120.000
39.000 3600.010 24 47 -120.000
40.000 3600.010 46 59 -120.000
41.000 3600.010 33 63 -120.000
42.000 3600.010 25 67 -120.000
43.000 3600.010 19 56 -120.000
44.000 3600.010 39 65 -120.000
45.000 3600.010 37 73 -120.000
46.000 3600.010 33 99 -120.000
47.000 3600.010 37 89 -120.000
48.000 3600.010 28 108 -120.000
49.000 3600.010 33 116 -120.000
50.000 3600.010 26 104 -120.000
51.000 3600.010 28 113 -120.000
52.000 3600.010 32 108 -120.000
53.000 3600.010 26 93 -120.000
54.000 3600.010 36 93 -120.000
55.000 3600.010 35 69 -120.000
56.000 3600.010 32 65 -120.000
57.000 3600.010 41 49 -120.000
58.000 3600.010 37 56 -120.000
59.000 3600.010 33 56 -120.000
60.000 3600.010 35 63 -120.000
61.000 3600.010 32 73 -120.000
62.000 3600.010 32 73 -120.000
63.000 3600.010 42 61 -120.000
64.000 3600.010 45 94 -120.000
65.000 3600.010 39 113 -120.000
66.000 3600.010 30 115 -120.000
67.000 3600.010 33 106 -120.000
68.000 3600.010 33 112 -120.000
69.000 3600.010 40 123 -120.000
70.000 3600.010 26 87 -120.000
71.000 3600.010 22 89 -120.000
72.000 3600.010 32 82 -120.000
73.000 3600.010 35 59 -120.000
74.000 3600.010 42 55 -120.000
75.000 3600.010 24 50 -120.000
76.000 3600.010 44 64 -120.000
77.000 3600.010 28 57 -120.000
78.000 3600.010 29 64 -120.000
79.000 3600.010 36 83 -120.000
80.000 3600.010 37 83 -120.000
81.000 3600.010 29 93 -120.000
82.000 3600.010 34 120 -120.000
83.000 3600.010 31 113 -120.000
84.000 3600.010 33 99 -120.000
85.000 3600.010 40 106 -120.000
86.000 3600.010 39 98 -120.000
87.000 3600.010 24 96 -120.000
88.000 3600.010 28 91 -120.000
89.000 3600.010 28 84 -120.000
90.000 3600.010 28 79 -120.000
91.000 3600.010 35 68 -120.000
92.000 3600.010 29 63 -120.000
93.000 3600.010 31 73 -120.000
94.000 3600.010 37 66 -120.000
95.000 3600.010 32 72 -120.000
