#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-0.197754 20.0 382 2486 124205 1168 3776255518 4036 0.000000 0.000000
0.000000 20.0 380 2842 131424 766 3776255545 3988 0.000000 0.000000
0.197754 20.0 302 3134 131150 569 3776255572 4005 0.000000 0.000000
0.395508 20.0 249 3689 132844 304 3776255598 4242 0.000000 0.000000
0.604248 20.0 214 3760 130937 212 3776255625 4186 0.000000 0.000000
0.802002 20.0 188 3829 129352 305 3776255652 4322 0.000000 0.000000
0.988769 20.0 205 3248 129255 721 3776255678 4174 0.000000 0.000000
1.186523 20.0 263 2998 129448 906 3776255705 4167 0.000000 0.000000
1.395264 20.0 329 2479 130511 1158 3776255732 3966 0.000000 0.000000
1.614990 20.0 429 2306 132197 1240 3776255759 3975 0.000000 0.000000
1.790771 20.0 451 2413 132001 1133 3776255785 3997 0.000000 0.000000
1.988525 20.0 433 2769 132872 929 3776255812 4131 0.000000 0.000000
2.208252 20.0 348 3111 130840 639 3776255838 4098 0.000000 0.000000
2.395020 20.0 313 3508 131075 336 3776255865 4157 0.000000 0.000000
2.603760 20.0 221 3845 131405 226 3776255892 4292 0.000000 0.000000
2.790527 20.0 172 3678 131643 331 3776255919 4181 0.000000 0.000000
2.977295 20.0 222 3273 129422 611 3776255945 4106 0.000000 0.000000
