# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-1.999512 60.0 1273 19045 371368 3199 3782938038 20318 0.000000 0.000000
-1.812744 60.0 1894 15700 370576 5432 3782938104 17594 0.000000 0.000000
-1.604004 60.0 2574 13530 370007 6819 3782938171 16104 0.000000 0.000000
-1.406250 60.0 3030 11836 371778 7893 3782938237 14866 0.000000 0.000000
-1.208496 60.0 2873 12336 370660 7262 3782938303 15209 0.000000 0.000000
-1.010742 60.0 2490 14185 370150 6023 3782938369 16675 0.000000 0.000000
-0.812988 60.0 1887 16915 375142 4538 3782938436 18802 0.000000 0.000000
-0.615234 60.0 1238 19648 369928 2752 3782938502 20886 0.000000 0.000000
-0.395508 60.0 792 21372 369292 1812 3782938569 22164 0.000000 0.000000
-0.197754 60.0 885 21360 370153 2003 3782938635 22245 0.000000 0.000000
0.000000 60.0 1244 19644 372980 3028 3782938701 20888 0.000000 0.000000
0.197754 60.0 1711 16820 373635 4737 3782938767 18531 0.000000 0.000000
0.406494 60.0 2539 14152 371943 6388 3782938834 16691 0.000000 0.000000
0.593262 60.0 2831 11997 374632 7409 3782938900 14828 0.000000 0.000000
0.791016 60.0 2892 11985 374766 7705 3782938966 14877 0.000000 0.000000
0.988769 60.0 2613 13508 373515 6661 3782939032 16121 0.000000 0.000000
1.197510 60.0 2086 16178 374013 4903 3782939098 18264 0.000000 0.000000
1.395264 60.0 1434 18740 371240 3327 3782939165 20174 0.000000 0.000000
1.614990 60.0 920 21176 372417 2063 3782939231 22096 0.000000 0.000000
1.801758 60.0 795 21055 369838 1724 3782939297 21850 0.000000 0.000000
1.999512 60.0 1021 20122 370508 2737 3782939363 21143 0.000000 0.000000
